date,open,high,close,low,volume,amount
2007-07-02,2520.47,2594.876,2571.116,2481.74,423701800,5509101668
2007-07-03,2589.169,2601.866,2570.506,2518.151,335729900,4439215651
2007-07-04,2571.611,2596.8379999999997,2532.217,2521.3579999999997,279080400,3795034185
2007-07-05,2502.004,2508.41,2376.853,2373.972,308403300,3651007401
2007-07-06,2361.844,2478.742,2477.429,2299.05,488344500,5837387100
2007-07-09,2498.197,2538.791,2521.295,2463.31,417849900,5006662341
2007-07-10,2523.005,2523.073,2437.741,2425.724,349940400,4409401388
2007-07-11,2427.25,2452.255,2432.403,2400.9829999999997,199546500,2442413850
2007-07-12,2435.944,2461.6479999999997,2455.697,2423.8320000000003,230683700,2486622286
2007-07-13,2460.328,2521.698,2513.446,2452.034,235605100,2824328677
2007-07-16,2523.474,2531.8289999999997,2417.639,2416.686,270475200,3101905528
2007-07-17,2405.436,2471.0170000000003,2439.417,2391.226,217966200,2480795740
2007-07-18,2443.0460000000003,2515.268,2478.459,2431.62,298275900,3986626998
2007-07-19,2475.804,2499.748,2476.633,2451.9179999999997,191059600,2508921100
2007-07-20,2476.038,2567.137,2564.555,2475.605,390344200,4696057171
2007-07-23,2582.189,2726.9629999999997,2725.7209999999995,2582.189,600563500,7278536874
2007-07-24,2754.448,2796.438,2724.863,2721.875,581110400,6882060325
2007-07-25,2734.02,2854.0029999999997,2852.9320000000002,2732.6240000000003,609563000,8392546953
2007-07-26,2882.292,2894.995,2860.414,2825.2070000000003,593532100,8030627999
2007-07-27,2846.81,2882.967,2866.167,2800.212,540189400,8297422334
2007-07-30,2874.405,2924.645,2920.647,2871.903,571307400,7594433056
2007-07-31,2920.075,3030.341,3028.796,2902.301,817142500,11838350296
2007-08-01,3046.2870000000003,3063.902,2862.5409999999997,2854.008,811953000,11531915124
2007-08-02,2873.715,2960.218,2939.393,2848.0,565626900,8145668670
2007-08-03,2962.405,2977.861,2956.6679999999997,2912.597,631504800,8388610567
2007-08-06,2987.107,3048.685,3048.239,2977.815,763876100,10215728247
2007-08-07,3063.512,3067.795,3028.361,2998.127,801272900,10934477316
2007-08-08,3015.3579999999997,3021.3909999999996,2975.574,2906.37,561378200,8178380539
2007-08-09,2969.4640000000004,3032.647,3001.915,2967.699,509334000,7510608557
2007-08-10,3017.781,3091.362,3049.7070000000003,3000.3520000000003,720459800,10144481007
2007-08-13,3081.5029999999997,3238.384,3205.077,3081.5029999999997,954423700,15030026226
2007-08-14,3228.232,3241.4190000000003,3187.38,3146.631,602075700,8362704849
2007-08-15,3199.2859999999996,3214.401,3152.242,3068.968,560242400,8269497825
2007-08-16,3140.813,3140.813,3079.4590000000003,3029.342,463051700,6954273758
2007-08-17,3056.2070000000003,3110.945,3026.708,3019.045,424170100,6148038361
2007-08-20,3101.0890000000004,3165.6929999999998,3165.675,3081.6540000000005,499636100,7222624476
2007-08-21,3179.259,3197.447,3181.236,3159.177,576788400,8381776087
2007-08-22,3128.065,3225.268,3204.047,3114.3740000000003,794611000,11423139163
2007-08-23,3222.4429999999998,3251.7540000000004,3250.594,3175.008,756536800,11486110493
2007-08-24,3270.884,3331.558,3313.7659999999996,3259.4970000000003,836783300,11672132038
2007-08-27,3344.7540000000004,3370.5170000000003,3272.051,3251.163,830296500,10589697081
2007-08-28,3263.192,3278.655,3267.6,3204.4390000000003,659761300,10681756004
2007-08-29,3268.3179999999998,3330.9159999999997,3280.6409999999996,3240.1090000000004,928693500,13179215636
2007-08-30,3301.277,3378.792,3358.58,3301.277,777004900,11335120357
2007-08-31,3374.677,3417.034,3359.1859999999997,3355.27,589408600,8422014259
2007-09-03,3378.4759999999997,3458.698,3457.3320000000003,3359.578,869792500,13317311164
2007-09-04,3477.133,3557.45,3506.163,3477.133,859328400,13871440166
2007-09-05,3522.723,3550.9970000000003,3483.342,3409.5759999999996,609701500,9764660075
2007-09-06,3496.849,3530.07,3496.2340000000004,3474.0440000000003,656880700,9967323697
2007-09-07,3477.222,3495.7540000000004,3456.5490000000004,3438.8790000000004,732825100,10899526311
2007-09-10,3422.865,3529.552,3526.298,3379.5640000000003,777142000,10910659434
2007-09-11,3524.4640000000004,3539.738,3332.8059999999996,3315.1020000000003,812465100,11519351960
2007-09-12,3312.0690000000004,3389.6020000000003,3388.21,3265.1440000000002,692713000,9698092424
2007-09-13,3406.905,3488.257,3481.312,3378.9840000000004,719639400,11042906090
2007-09-14,3484.2790000000005,3487.098,3477.1209999999996,3400.005,535469500,8276981632
2007-09-17,3490.678,3619.635,3612.907,3490.678,664994200,10508025035
2007-09-18,3637.55,3797.458,3738.9240000000004,3600.0609999999997,757749700,12705098100
2007-09-19,3751.7270000000003,3808.1409999999996,3679.365,3660.656,570082600,9589856713
2007-09-20,3686.47,3724.265,3702.736,3625.117,513340300,8060624666
2007-09-21,3715.3590000000004,3724.768,3630.347,3541.2909999999997,541144100,8872300660
2007-09-24,3651.258,3717.639,3673.467,3577.863,574936200,9759751549
2007-09-25,3683.353,3708.7670000000003,3649.015,3616.025,403272900,6712509063
2007-09-26,3658.1040000000003,3675.93,3511.882,3506.903,330006100,5242370761
2007-09-27,3524.197,3555.335,3525.406,3475.0170000000003,282937900,4570476797
2007-09-28,3562.442,3625.073,3608.442,3560.6479999999997,431963200,7410222764
2007-10-08,3672.232,3685.215,3570.2340000000004,3568.383,430917300,7063891209
2007-10-09,3569.1490000000003,3581.37,3576.978,3523.735,413276300,6676996856
2007-10-10,3585.789,3631.401,3570.1609999999996,3547.323,496799700,8172779067
2007-10-11,3579.91,3630.44,3607.336,3538.17,539081900,9117720894
2007-10-12,3626.995,3626.995,3501.9240000000004,3361.574,573808800,9164820573
2007-10-15,3509.4179999999997,3684.9240000000004,3684.5290000000005,3476.4359999999997,563526800,9453293333
2007-10-16,3732.4240000000004,3782.55,3684.718,3660.617,529481400,9585558709
2007-10-17,3672.6240000000003,3722.962,3670.982,3624.583,545353800,9395502523
2007-10-18,3668.462,3700.295,3535.888,3531.453,465764500,8169743524
2007-10-19,3562.825,3601.7859999999996,3533.857,3491.533,336892500,5867847060
2007-10-22,3509.0679999999998,3509.0679999999998,3358.2729999999997,3354.752,343177300,5068423443
2007-10-23,3367.9109999999996,3421.0190000000002,3406.8720000000003,3301.8109999999997,313245200,5013478870
2007-10-24,3411.335,3435.888,3395.145,3385.2090000000003,329962800,5257747957
2007-10-25,3368.93,3368.93,3162.9570000000003,3153.9509999999996,469836700,6532909460
2007-10-26,3131.679,3215.6459999999997,3171.844,3117.0229999999997,295644300,4229303488
2007-10-29,3200.627,3281.574,3280.665,3194.738,257590000,3759682512
2007-10-30,3315.473,3380.1440000000002,3376.486,3226.551,414776400,6828001909
2007-10-31,3401.176,3473.995,3443.283,3385.2740000000003,487336700,7958656096
2007-11-01,3443.881,3449.969,3359.478,3357.125,364850200,5945961226
2007-11-02,3307.429,3322.9159999999997,3258.5759999999996,3237.5840000000003,322297800,4995378898
2007-11-05,3247.237,3327.264,3295.47,3210.474,273831500,4209288019
2007-11-06,3288.217,3319.091,3286.031,3259.2659999999996,233878400,3596377996
2007-11-07,3300.781,3325.2870000000003,3277.173,3213.684,219785400,3284940853
2007-11-08,3272.312,3283.647,3157.093,3154.684,369256000,5342748138
2007-11-09,3135.664,3148.5229999999997,3084.384,3052.574,301023600,4258683387
2007-11-12,3021.4959999999996,3057.97,2992.66,2929.531,281261100,3736072973
2007-11-13,3032.317,3077.973,3017.765,2959.796,237314300,3284429553
2007-11-14,3063.3,3137.228,3136.031,3017.1020000000003,226425500,3102551340
2007-11-15,3127.348,3138.302,3076.219,3070.735,234719400,3178195028
2007-11-16,3028.365,3076.703,3068.993,3005.289,210477100,2672953419
2007-11-19,3073.6209999999996,3121.922,3114.222,3069.407,174002100,2386131654
2007-11-20,3117.756,3186.117,3166.7090000000003,3091.988,221758200,3250552977
2007-11-21,3177.801,3199.2670000000003,3114.635,3111.781,198794100,2852917679
2007-11-22,3062.518,3088.764,2966.942,2955.724,215955000,2999602216
2007-11-23,2944.736,3012.198,3011.1259999999997,2934.8790000000004,142823200,1912737258
2007-11-26,3051.988,3067.2509999999997,2994.369,2977.563,152907600,2109647767
2007-11-27,2973.583,2997.9590000000003,2932.664,2929.945,130513000,1799343590
2007-11-28,2940.687,2976.073,2865.8540000000003,2856.989,151914800,2101426414
2007-11-29,2903.63,2959.877,2951.975,2848.675,220465900,3122768109
2007-11-30,2958.776,2958.776,2891.134,2877.6209999999996,165159400,2300562074
2007-12-03,2891.368,2915.052,2896.958,2859.13,174758400,2468300241
2007-12-04,2909.025,2948.74,2914.3709999999996,2902.941,158367100,2195015114
2007-12-05,2923.1490000000003,3016.15,3015.329,2914.133,241913800,3435116279
2007-12-06,3026.059,3032.401,3000.1090000000004,2973.882,199302600,2845977992
2007-12-07,3013.961,3080.6459999999997,3075.8190000000004,3013.961,246709300,3194270326
2007-12-10,3035.344,3168.901,3167.958,3022.252,350550200,5186887677
2007-12-11,3183.285,3216.728,3209.5009999999997,3162.7870000000003,370729100,5666913025
2007-12-12,3195.8990000000003,3256.528,3216.55,3170.172,276824400,4148358646
2007-12-13,3206.868,3256.825,3127.408,3127.336,314507200,4820435907
2007-12-14,3087.7740000000003,3182.055,3180.93,3062.85,239738700,3541685649
2007-12-17,3187.363,3198.066,3132.58,3131.792,233522900,3540694581
2007-12-18,3122.775,3165.0820000000003,3132.923,3109.679,165635300,2451448352
2007-12-19,3158.7709999999997,3222.381,3202.397,3148.88,243144200,3845590252
2007-12-20,3214.202,3262.219,3235.597,3191.53,210627800,3435026449
2007-12-21,3233.961,3289.97,3283.196,3229.44,268335000,3927739819
2007-12-24,3306.002,3396.4570000000003,3361.9959999999996,3290.907,401896400,6271867379
2007-12-25,3364.2690000000002,3388.817,3380.509,3345.055,286383000,4361845018
2007-12-26,3385.7270000000003,3466.026,3463.68,3385.7270000000003,336732200,5279068767
2007-12-27,3478.3759999999997,3542.884,3539.656,3478.3759999999997,398401600,6592449367
2007-12-28,3543.998,3551.8140000000003,3494.488,3483.395,338359500,5529748040
2008-01-02,3504.632,3557.2709999999997,3551.41,3482.438,354844000,5750914380
2008-01-03,3551.3059999999996,3636.28,3633.3,3530.7909999999997,472753700,7235834862
2008-01-04,3657.655,3682.494,3649.687,3644.7990000000004,382381700,5908343549
2008-01-07,3664.163,3673.45,3664.5170000000003,3623.278,409522300,6621309324
2008-01-08,3670.316,3681.512,3586.1809999999996,3566.5029999999997,445092500,7087085241
