,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,600227,赤天化,-0.24,-1221.6,,-10.84,,-34953.42,-1826.24,,01-24
1,603716,塞力斯,1.71,6.21,,12.59,,6891.79,12.14,10派0.8,01-24
2,300401,花园生物,0.24,242.86,,5.98,,4377.28,262.52,10派0.5,01-24
3,000545,金浦钛业,0.12,-7.69,,6.58,,12080.38,-7.91,10派0.3,01-24
4,000838,财信发展,0.1,-74.16,,7.05,,11130.79,32.7,10派0.21,01-20
5,603025,大豪科技,0.53,23.26,,16.19,,23875.67,28.84,10派4.5,01-20
6,300561,汇金科技,1.83,8.28,,27.99,,7886.15,11.11,10派3.6转5,01-17
7,002479,富春环保,0.31,29.65,,8.83,,24492.8,35.03,10派1,01-17
8,603009,北特科技,0.46,7.51,,6.16,,5576.62,20.1,10转15,01-14
9,601965,中国汽研,0.36,12.5,,,,34184.23,9.96,,01-13
