,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,002841,视源股份,1.64,80.22,3.02,62.29,2.08,59464.23,80.57,,01-18
1,603690,至纯科技,0.23,210.81,1.82,13.49,0.15,3584.38,210.45,,01-12
2,603579,荣泰健康,2.67,61.82,,,,13991.97,61.23,,01-10
3,603429,集友股份,0.65,,3.59,19.99,0.55,3331.15,,,01-10
4,300598,诚迈科技,0.55,7.84,4.33,13.38,-0.07,3284.5,8.33,,01-09
5,603877,太平鸟,0.57,-13.64,4.3,13.56,-0.04,23849.5,-13.34,,01-06
6,603228,景旺电子,1.14,26.67,,,,40965.62,26.67,,01-05
7,300597,吉大通信,0.2,0.0,,9.52,,3620.48,1.3,,01-04
8,300595,欧普康视,1.71,,,29.41,,8704.75,31.99,,01-04
9,300599,雄塑科技,0.32,18.52,2.79,11.45,0.06,7237.75,17.92,,01-03
10,603038,华立股份,1.47,47.0,,14.95,,7328.47,45.87,,12-30
11,603337,杰克股份,1.03,22.62,6.12,17.81,1.5,15984.14,22.09,,12-29
12,603039,泛微网络,0.75,141.94,,15.07,,3744.85,138.44,,12-29
13,002843,泰嘉股份,0.27,-12.9,,7.41,,2871.24,-10.55,,12-29
14,300584,海辰药业,0.52,40.54,,,,3119.59,33.25,,12-28
15,300592,华凯创意,0.31,210.0,,9.22,,2826.0,222.05,,12-28
16,300596,利安隆,0.82,30.16,,16.29,,7345.68,29.01,,12-28
17,603886,元祖股份,0.82,22.39,,,,14793.02,22.64,,12-27
18,300590,移为通信,0.96,-18.94,,38.0,,5768.84,-18.95,,12-27
19,300593,新雷能,0.43,16.22,,11.17,,3745.47,16.91,,12-23
20,603639,海利尔,,,,,,13826.92,13.13,,12-22
21,002824,和胜股份,0.59,55.26,,13.94,,5353.96,56.76,,12-22
22,603628,清源股份,0.24,,2.6,9.56,-0.38,4874.32,,,12-21
23,300591,万里马,,,1.51,,,2718.49,57.17,,12-20
24,603444,吉比特,8.65,235.27,,67.53,,46154.4,235.67,,12-20
25,603266,天龙股份,0.82,43.86,,16.1,,6138.43,43.05,,12-19
26,002836,新宏泽,0.5,,4.23,12.25,0.85,3004.79,,,12-19
27,300585,奥联电子,0.61,24.49,3.83,17.46,0.21,3685.63,24.91,,12-16
28,300587,天铁股份,0.6,15.38,5.46,11.52,0.34,4677.85,16.24,,12-16
29,002840,华统股份,0.48,50.0,,8.52,,6418.33,50.52,,12-16
30,300588,熙菱信息,0.26,,3.0,10.58,-0.13,1912.9,,,12-15
31,002838,道恩股份,0.98,48.48,,14.55,,6144.76,48.28,,12-15
32,603032,德新交运,0.42,20.0,,18.32,,4246.54,20.19,,12-15
33,300586,美联新材,0.53,26.19,4.77,11.88,0.81,3851.05,28.62,,12-14
34,300571,平治信息,1.19,158.7,4.97,27.08,1.1,3555.13,155.73,,12-12
35,603929,亚翔集成,0.95,,4.15,25.27,1.63,15193.49,,,12-12
36,300579,数字认证,0.3,36.42,,8.54,,1802.61,36.47,,12-08
37,002827,高争民爆,0.58,87.1,,,,8071.53,90.18,,12-08
38,002828,贝肯能源,0.41,0.0,5.59,7.65,0.3,3646.3,1.54,,12-07
39,300581,晨曦航空,0.64,-0.65,,9.46,,2165.13,-0.65,,12-07
40,002833,弘亚数控,1.2,73.91,,33.26,,12006.99,74.65,,12-07
41,300582,英飞特,0.47,-9.62,,11.39,,4624.14,-10.58,,12-07
42,300577,开润股份,1.28,42.22,,29.09,,6414.03,42.54,,12-06
43,002832,比音勒芬,1.32,,7.9,18.15,1.12,10521.59,,,12-06
44,300576,容大感光,0.46,35.29,,12.22,,2758.13,34.28,,12-05
45,300575,中旗股份,1.02,,,11.33,,5582.85,,,12-02
46,603577,汇金通,0.53,42.75,,9.26,0.05,4610.36,42.75,,12-01
47,603559,中通国脉,0.33,37.5,,,,2182.41,37.54,,12-01
48,300580,贝斯特,0.55,34.0,,13.08,,8287.25,33.99,,12-01
49,002829,星网宇达,0.74,45.1,,12.17,,4200.56,43.91,,11-30
50,002830,名雕股份,0.35,-2.78,,,,1740.26,-3.17,,11-29
51,603319,湘油泵,0.62,5.08,6.59,9.96,0.77,3748.35,4.18,,11-29
52,603323,吴江银行,0.56,5.66,,8.14,,56258.0,5.06,,11-28
53,002822,中装建设,0.51,30.77,5.39,8.92,-0.46,11561.06,31.16,,11-28
54,002825,纳尔股份,0.65,6.56,4.53,15.46,0.22,4877.97,6.09,,11-28
55,603878,武进不锈,0.59,,7.96,7.69,1.47,8927.8,,,11-28
56,002831,裕同科技,1.53,23.23,,23.9,,55101.24,23.22,,11-25
57,603389,亚振家居,0.25,,2.6,10.06,0.29,4178.01,,,11-25
58,300573,兴齐眼药,0.76,105.41,,11.0,,4537.74,106.45,,11-25
59,603819,神力股份,0.39,2.63,5.43,7.27,-0.53,3468.92,2.43,,11-24
60,603585,苏利股份,1.74,,8.91,21.64,2.52,13040.68,,,11-24
61,603336,宏辉果蔬,0.45,2.27,5.31,10.44,,4492.63,2.61,,11-23
62,603708,家家悦,0.66,,,16.86,3.16,17837.11,,,11-22
63,603900,通灵珠宝,0.96,23.08,,,,17480.3,23.64,,11-22
64,300565,科信技术,0.46,4.55,3.3,14.95,-0.69,5510.46,3.23,,11-21
65,300567,精测电子,0.83,,4.95,18.64,0.21,5004.53,261.49,,11-21
66,300572,安车检测,0.78,19.56,,14.24,,3889.96,19.57,,11-21
67,603036,如通股份,0.31,-8.82,4.15,7.76,0.12,4767.48,-7.24,,11-18
68,603987,康德莱,0.48,9.09,4.21,11.39,0.95,7644.86,10.27,,11-18
69,603858,步长制药,2.06,-56.49,,16.17,,125849.81,-56.49,,11-17
70,002821,凯莱英,2.1,130.77,12.45,19.51,2.75,18862.79,129.09,,11-17
71,002820,桂发祥,0.81,-1.22,4.99,17.08,1.1,7740.75,-1.98,,11-17
72,300561,汇金科技,1.42,5.19,6.34,24.11,-0.44,5947.15,5.06,,11-16
73,601229,上海银行,2.02,,19.13,11.15,,1091143.0,10.11,,11-15
74,300570,太辰光,0.79,,4.33,19.66,1.11,7577.25,,,11-15
75,603033,三维股份,0.86,,10.43,8.57,1.32,5828.5,,,11-15
76,300566,激智科技,0.74,12.12,4.92,16.2,-0.45,4422.89,13.13,,11-14
77,300568,星源材质,1.37,82.67,,21.63,,12355.73,82.25,,11-11
78,603668,天马科技,0.4,37.93,,15.31,,6340.37,38.07,,11-11
79,300563,神宇股份,0.48,14.29,4.51,11.14,0.64,2857.57,13.71,,11-11
80,603977,国泰集团,0.52,26.83,,,,8513.27,25.86,,11-10
81,002819,东方中科,0.27,3.85,3.67,7.35,-0.6,2295.09,4.51,,11-10
82,603556,海兴电力,1.29,41.76,6.81,20.57,0.87,36206.55,42.46,,11-09
83,603660,苏州科达,0.12,,,3.78,-0.6,2365.35,,,11-09
84,603060,国检集团,,,,,,8500.79,23.45,,11-08
85,300569,天能重工,2.44,54.01,12.64,21.38,-0.78,15263.81,54.01,,11-08
86,002818,富森美,1.09,29.76,6.86,17.29,1.6,43202.66,30.5,,11-08
87,603203,快克股份,1.0,17.65,,,1.14,6887.74,17.8,,11-07
88,601882,海天精工,0.11,15.2,2.14,5.15,0.27,5093.11,15.16,,11-04
89,300558,贝达药业,0.86,6.17,3.33,29.75,0.9,30835.23,6.37,,11-04
90,300556,丝路视觉,0.14,1300.0,3.37,4.33,-0.47,1163.34,1996.93,,11-03
91,000799,酒鬼酒,0.2,7.35,,3.66,,6551.65,7.38,,10-31
92,603159,上海亚虹,0.35,0.0,,11.45,,2724.82,4.32,,10-31
93,000423,东阿阿胶,1.87,8.51,,16.66,,122593.21,8.51,,10-31
