,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,002733,雄韬股份,,,,,,1999.5,27.65,,11-13
1,300567,精测电子,,,,,,261.2,,,11-05
2,601579,会稽山,0.2,,2.53,7.45,,5887.43,,,08-28
3,600959,江苏有线,0.07,,,2.12,,16111.78,,,07-31
4,002831,裕同科技,,,,,,3010.89,,,07-20
5,300339,润和软件,0.21,,4.55,4.76,0.02,1234.22,,,07-17
6,603111,康尼机电,0.14,,,10.06,-0.01,2941.89,,,07-13
7,002691,冀凯股份,0.11,,,4.61,0.17,1623.94,,,07-13
8,002687,乔治白,0.13,,4.45,2.75,-0.34,967.14,,,07-12
9,300336,新文化,0.25,,3.21,8.03,-0.49,1784.92,,,07-09
10,300335,迪森股份,0.14,,2.56,5.49,-0.1,1432.87,,,07-09
11,300334,津膜科技,0.09,,2.46,3.7,-0.53,764.52,,,07-04
12,002686,亿利达,0.2,,3.88,5.06,-0.01,1357.94,,,07-02
13,300593,新雷能,,,,,,-108.0,,,07-02
14,300333,兆日科技,0.28,,2.92,9.99,0.26,2334.25,,,06-27
15,300332,天壕环境,0.04,,1.97,1.97,-0.02,923.3,,,06-27
16,300331,苏大维格,0.12,,3.82,3.18,-0.25,555.82,,,06-27
17,300329,海伦钢琴,0.15,,3.39,4.43,-0.28,737.15,,,06-18
18,300330,华虹计通,0.11,,2.39,4.63,-0.65,648.29,,,06-18
19,300328,宜安科技,0.1,,2.82,3.61,0.06,839.11,,,06-18
20,300327,中颖电子,0.07,,2.47,2.74,-0.31,640.48,,,06-12
21,300326,凯利泰,0.31,,2.77,11.98,0.08,1197.52,,,06-12
22,002682,龙洲股份,0.14,,4.74,3.05,0.37,1712.82,,,06-11
23,002685,华东重机,0.0,,1.88,0.1,-0.02,29.49,,,06-11
24,002684,猛狮科技,0.26,,6.31,4.29,0.27,1053.31,,,06-11
25,002683,宏大爆破,0.13,,2.51,5.1,0.07,2121.0,,,06-11
26,300324,旋极信息,0.18,,3.98,4.61,-0.95,752.63,,,06-07
27,300322,硕贝德,0.12,,2.23,5.47,-0.16,831.69,,,06-07
28,002680,长生生物,0.47,,4.0,11.68,0.46,2822.35,,,06-04
29,002679,福建金森,-0.05,,1.93,-2.33,-0.72,-469.08,,,06-04
30,002681,奋达科技,0.12,,3.79,3.3,0.08,1385.81,,,06-04
31,300325,德威新材,0.16,,5.26,3.04,-0.08,963.32,,,05-31
32,300323,华灿光电,0.18,,4.82,3.88,0.34,2752.08,,,05-31
33,300320,海达股份,0.23,,5.37,4.28,-0.71,1167.48,,,05-31
34,002678,珠江钢琴,0.12,,2.14,6.49,0.0,4989.14,,,05-29
35,002677,浙江美大,0.15,,2.33,6.43,-0.25,2178.13,,,05-24
36,002675,东诚药业,0.43,,3.78,11.28,0.04,3503.49,,,05-24
37,002676,顺威股份,0.2,,3.54,5.83,-0.31,2405.81,,,05-24
38,300321,同大股份,0.27,,7.42,3.75,-1.36,910.31,,,05-22
39,300319,麦捷科技,0.12,,2.95,4.24,-0.27,489.16,,,05-22
40,300316,晶盛机电,0.82,,6.19,,-0.15,8179.26,,,05-10
41,300315,掌趣科技,0.09,,1.91,4.74,0.03,1088.01,,,05-10
42,300317,珈伟股份,0.17,,2.3,,-0.42,1800.14,,,05-10
43,300314,戴维医疗,0.34,,3.08,,0.14,2039.59,,,05-07
44,300312,邦讯技术,0.23,,3.74,6.28,-1.3,1825.5,,,05-07
45,002674,兴业科技,0.14,,3.41,4.19,-0.09,2517.25,,,05-04
46,603123,翠微股份,,,,,,3788.7,,,05-02
47,002673,西部证券,0.06,,3.24,1.78,0.02,5703.59,,,05-02
48,600789,鲁抗医药,-0.05,-170.67,2.81,-1.88,-0.15,-3090.58,-171.07,,04-28
49,600191,华资实业,0.01,-83.33,3.55,0.21,-0.06,362.6,-87.3,,04-28
50,600512,腾达建设,0.01,0.0,1.4,0.76,-0.08,834.25,1.06,,04-28
51,600196,复星医药,0.18,38.46,5.24,3.39,0.01,33522.51,32.77,,04-28
52,600645,中源协和,0.01,0.0,0.49,2.55,0.02,403.39,3.42,,04-28
53,600664,哈药股份,-0.01,-105.73,3.86,-0.37,0.3,-2736.82,-108.83,,04-28
54,600108,亚盛集团,0.03,65.7,1.62,1.82,0.0,4945.33,65.32,,04-28
55,600652,游久游戏,0.01,25.0,1.74,0.31,0.4,302.17,28.92,,04-28
56,601009,南京银行,0.35,34.62,7.63,4.67,0.25,103339.4,31.71,,04-28
57,601601,中国太保,0.08,-80.0,9.39,0.8,2.41,65200.0,-81.1,,04-28
58,600965,福成股份,0.01,90.55,1.76,0.69,0.0,339.32,91.22,,04-28
59,600251,冠农股份,0.22,8.14,2.92,7.79,0.24,7931.81,8.13,,04-28
60,600895,张江高科,0.03,50.0,4.07,0.76,-0.14,4782.43,52.18,,04-28
61,600266,北京城建,0.12,-34.19,6.75,1.72,-0.08,10255.37,-34.17,,04-28
62,600843,上工申贝,0.02,101.08,1.62,1.19,0.04,837.68,101.51,,04-28
63,600068,葛洲坝,0.12,0.83,3.35,3.71,-0.36,42287.94,1.17,,04-28
64,600432,*ST吉恩,-0.22,-650.0,4.22,-5.05,-0.13,-17679.89,-665.37,,04-28
65,600470,六国化工,0.04,-51.22,4.43,0.92,-0.04,2120.15,-20.58,,04-28
66,600499,科达洁能,0.1,24.1,3.16,3.21,0.03,6510.6,31.85,,04-28
67,600587,新华医疗,0.26,52.94,6.13,4.34,-0.09,3497.22,53.34,,04-28
68,600438,通威股份,-0.1,17.89,1.97,-4.99,0.45,-6928.28,17.92,,04-28
69,600984,建设机械,-0.11,37.5,1.89,-5.82,-0.19,-1599.38,33.8,,04-28
70,600576,万家文化,-0.03,-292.31,2.53,-0.99,-0.63,-544.91,-293.78,,04-28
71,600648,外高桥,0.08,3.8,4.72,1.76,-0.26,8280.67,4.1,,04-28
72,600143,金发科技,0.1,-62.96,4.64,2.59,0.13,15187.28,-59.68,,04-28
73,601318,中国平安,0.77,1.32,17.76,4.5,13.82,606400.0,4.3,,04-28
74,601798,蓝科高新,0.03,,4.93,0.54,-0.18,856.22,,,04-28
75,600209,罗顿发展,0.0,-25.0,1.56,0.17,0.04,116.6,-28.74,,04-28
76,600837,海通证券,0.13,-7.14,5.63,2.3,1.17,104909.25,-11.48,,04-28
77,600820,隧道股份,0.1,0.0,6.65,1.45,-0.83,7096.06,1.12,,04-28
78,600346,恒力股份,-0.01,-68.57,2.26,-0.51,-0.04,-274.2,-62.44,,04-28
79,600148,长春一东,0.02,-81.82,2.24,1.1,-0.14,346.05,-78.44,,04-28
80,600399,抚顺特钢,0.01,-18.18,,0.28,0.13,467.85,-14.5,,04-28
81,600173,卧龙地产,0.03,-47.37,1.94,1.52,-0.12,2174.64,-47.83,,04-28
82,600336,澳柯玛,0.02,36.05,1.78,1.13,-0.2,682.69,35.95,,04-28
83,600493,凤竹纺织,-0.09,-388.15,2.14,-4.34,0.04,-2577.38,-561.11,,04-28
84,601939,建设银行,0.21,10.53,3.48,6.15,0.99,5151200.0,9.17,,04-28
85,600074,保千里,-0.06,-306.45,0.51,-11.83,-0.04,-4239.71,-305.91,,04-28
86,600681,百川能源,0.0,-92.86,0.07,0.09,-0.01,1.55,-94.84,,04-28
87,600219,南山铝业,0.1,-9.09,8.11,1.22,0.05,19061.22,-13.51,,04-28
88,600812,华北制药,-0.02,-366.67,1.09,-2.18,-0.13,-2465.9,-380.27,,04-28
89,600759,洲际油气,-0.01,-176.12,1.66,,0.01,-623.7,-176.29,,04-28
90,600354,敦煌种业,-0.26,-358.0,5.2,-4.85,0.07,-5259.79,-357.81,,04-28
91,600329,中新药业,0.2,25.0,2.75,7.56,0.05,14800.28,25.84,,04-28
92,600392,盛和资源,-0.09,-10.0,1.5,-5.82,-0.18,-1405.14,-7.59,,04-28
93,600611,大众交通,0.04,-19.61,3.39,1.23,-0.21,6455.26,-19.12,,04-28
94,601998,中信银行,0.18,5.88,3.92,4.81,-2.71,856300.0,31.64,,04-28
95,600653,申华控股,0.0,-66.67,0.97,0.04,-0.11,65.81,-69.19,,04-28
96,600131,岷江水电,0.02,475.0,1.54,1.49,0.03,1148.69,445.86,,04-28
97,601118,海南橡胶,0.03,-46.57,2.34,1.11,0.11,10113.12,-46.48,,04-28
