,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,002269,美邦服饰,0.12,,,,-0.12,3152.4,,,08-27
1,002258,利尔化学,0.73,,,,0.74,7409.68,,,08-27
2,601186,中国铁建,0.16,,,,,124872.0,,,08-26
3,601169,北京银行,0.26,,,13.0,1.33,131029.7,,,08-26
4,002237,恒邦股份,0.74,,,,2.17,4951.63,,,08-26
5,002228,合兴包装,0.21,,,,-0.19,1462.02,,,08-25
6,002245,澳洋顺昌,0.32,,,14.25,-0.04,1455.75,,,08-23
7,002259,升达林业,0.11,,,,0.15,1817.16,,,08-22
8,002250,联化科技,0.3,,,,0.18,2949.34,,,08-22
9,002239,奥特佳,0.25,,,,0.12,2536.96,,,08-21
10,002227,奥特迅,0.25,,,,-0.18,1848.07,,,08-20
11,002247,帝龙文化,0.21,,,,0.04,991.08,,,08-20
12,002256,兆新股份,0.28,,,,-0.15,1803.73,,,08-20
13,002241,歌尔股份,0.45,,,,0.44,2722.35,,,08-19
14,002246,北化股份,0.14,,,,0.17,2054.96,,,08-18
15,002226,江南化工,0.23,,,,0.26,1019.43,,,08-18
16,002243,通产丽星,0.2,,,,0.16,2374.39,,,08-18
17,002254,泰和新材,1.76,,,,2.29,16413.88,,,08-18
18,002234,民和股份,0.54,,,,0.35,4350.86,,,08-16
19,002240,威华股份,0.33,,,,0.18,7382.05,,,08-15
20,002253,川大智胜,0.18,,,,-1.03,616.09,,,08-13
21,002233,塔牌集团,0.22,,,,0.64,6474.61,,,08-13
22,002229,鸿博股份,0.32,,,,-0.47,1921.74,,,08-12
23,002267,陕天然气,0.33,,,,0.58,13579.49,,,08-12
24,002224,三力士,0.17,,,,0.28,947.49,,,08-11
25,002268,卫士通,0.0,,,,-0.66,33.05,,,08-08
26,002265,西仪股份,0.06,,,,-0.14,1234.04,,,08-05
27,002266,浙富控股,,,,,,2459.07,,,08-05
28,002264,新华都,0.66,,,,-0.27,5253.5,,,07-30
29,601899,紫金矿业,0.09,,,,0.11,120145.21,,,07-29
30,002249,大洋电机,1.03,,,,1.27,9690.44,,,07-29
31,002263,大东南,0.11,,,,0.09,1882.36,,,07-25
32,002248,华东数控,0.11,,,,0.05,915.14,,,07-25
33,002244,滨江集团,-0.0,,,,-0.07,-182.3,,,07-24
34,002261,拓维信息,0.44,,2.75,,0.56,2634.11,,,07-22
