,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,002259,升达林业,0.02,,,,-0.04,381.5,,,07-15
1,002258,利尔化学,0.45,,,,0.54,4510.63,,,07-07
2,002256,兆新股份,0.09,,,,-0.1,556.51,,,06-24
3,002254,泰和新材,0.49,,,,0.33,4612.68,,,06-24
4,002255,海陆重工,1.52,,,,1.89,935.69,,,06-24
5,002252,上海莱士,0.28,,,,0.2,1964.74,,,06-20
6,002253,川大智胜,-0.03,,,,-1.11,-115.75,,,06-20
7,002251,步步高,0.5,,,,2.24,5109.8,,,06-18
8,002249,大洋电机,0.43,,2.53,,,4058.24,,,06-18
9,002250,联化科技,0.11,,,,0.03,1089.29,,,06-18
10,002248,华东数控,0.03,,,,0.04,212.23,,,06-11
11,002247,帝龙文化,0.06,,,,0.01,311.55,,,06-11
12,002245,澳洋顺昌,0.14,,,,-0.23,651.19,,,06-04
13,002246,北化股份,0.06,,,,-0.12,800.17,,,06-04
14,002244,滨江集团,0.0,,,,-0.35,207.78,,,05-28
15,002243,通产丽星,0.09,,,,0.06,1077.5,,,05-27
16,002242,九阳股份,,,,,,6083.71,,,05-27
17,002238,天威视讯,0.08,,,,0.45,1642.82,,,05-23
18,002240,威华股份,0.18,,,,0.1,1690.7,,,05-22
19,002241,歌尔股份,0.08,,,,0.17,961.8,,,05-21
20,002239,奥特佳,0.1,,,,0.02,1023.8,,,05-21
21,002236,大华股份,0.05,,,,-0.26,277.95,,,05-19
22,002237,恒邦股份,0.33,,4.07,,1.59,2135.93,,,05-19
23,002234,民和股份,0.23,,,,-0.13,1801.57,,,05-15
24,002235,安妮股份,0.16,,,,,758.18,,,05-15
25,002233,塔牌集团,0.04,,2.08,,0.19,1225.48,,,05-15
26,002230,科大讯飞,,,,,-0.17,9.26,,,05-09
27,002231,奥维通信,0.1,,,,,801.86,,,05-09
28,002232,启明信息,,,,,,77.04,,,05-08
29,002228,合兴包装,0.08,,,,-0.13,601.98,,,05-07
30,002229,鸿博股份,0.16,,,,-0.1,980.73,,,05-07
31,002226,江南化工,0.08,,,,-0.06,320.3,,,05-05
32,002227,奥特迅,0.09,,,,-0.19,713.1,,,05-05
33,601009,南京银行,0.13,,,,,15111.53,,,04-30
34,002142,宁波银行,0.1,,,,,21328.54,,,04-29
35,000886,海南高速,0.0,,2.23,,-0.0,288.25,-52.4,,04-25
36,000521,美菱电器,0.01,,2.17,,0.1,385.82,-9.31,,04-25
37,002224,三力士,0.01,,,,0.1,37.84,,,04-24
38,002181,粤传媒,0.08,,,,-0.05,1610.6,,,04-24
39,000590,启迪古汉,-0.01,,1.41,,0.0,-175.07,-46.22,,04-23
40,601601,中国太保,0.27,,,,,133700.0,,,04-22
41,002223,鱼跃医疗,,,,,0.08,1054.22,,,04-17
42,601099,太平洋,,,,,,15013.73,,,12-27
43,002210,飞马国际,,,,,,1163.5,,,11-14
44,002188,巴士在线,0.09,,1.8,5.14,-0.03,556.75,,,10-31
45,002186,全聚德,0.24,,2.42,10.28,0.33,2562.02,,,10-26
46,601808,中海油服,0.16,,2.32,7.35,-0.01,65776.34,,,09-12
47,601169,北京银行,0.11,,,5.46,,55055.8,,,09-03
48,002172,澳洋科技,0.2,,2.13,8.93,1.01,2592.04,,,08-31
