,rzmre,rzye,rqmcl,rqyl,rqye,rzrqye,opDate
0,692432546,23758680013,49021663,84673221,584295773,24342975786,2012-10-29
0,740251002,23798003449,81198269,102196921,637787761,24435791210,2012-10-30
0,766271102,23712799461,58773527,100523077,661307725,24374107186,2012-10-31
0,1187376395,23647058222,70120527,112390932,698524578,24345582800,2012-11-01
0,960514983,23638498881,43604673,111389599,707875874,24346374755,2012-11-02
0,922442095,23761846706,39282359,110817451,708059822,24469906528,2012-11-05
0,985912763,23809814437,63164334,107402689,703981381,24513795818,2012-11-06
0,871470888,23812148229,45441873,100088315,690961395,24503109624,2012-11-07
0,913270615,23774609134,55406138,97440006,698805817,24473414951,2012-11-08
0,603880576,23682805612,42385920,98698637,677219910,24360025522,2012-11-09
0,732885128,23711765120,66126255,121385241,767887034,24479652154,2012-11-12
0,761419361,23766217264,48009472,112981904,721160217,24487377481,2012-11-13
0,646583024,23762084949,57415343,122426386,756273541,24518358490,2012-11-14
0,633840324,23744396923,57517534,114367698,747779751,24492176674,2012-11-15
0,672976889,23775538017,66122217,108061326,711221917,24486759934,2012-11-16
0,755393562,23779121670,62560711,106736215,720600083,24499721753,2012-11-19
0,631160126,23755732992,87806063,116611389,752506120,24508239112,2012-11-20
0,839151320,23798617416,122060926,146589664,793806913,24592424329,2012-11-21
0,643264264,23806831719,55747624,113359780,786324621,24593156340,2012-11-22
0,631886476,23686493084,69372915,127666144,810893675,24497386759,2012-11-23
0,623748004,23786820975,74783447,124457669,794405759,24581226734,2012-11-26
0,725364923,23755817636,78081321,137202624,814696286,24570513922,2012-11-27
0,605743148,23687138294,57316707,126142475,777985876,24465124170,2012-11-28
0,596336736,23527944733,65788995,129874690,827664148,24355608881,2012-11-29
0,677039406,23364648935,90716675,133156613,858009744,24222658679,2012-11-30
0,852241190,23344058168,78935185,141630137,899949820,24244007988,2012-12-03
0,893339086,23378616244,85879989,168776206,928998540,24307614784,2012-12-04
0,1771086445,23455830357,154604000,182549373,886064634,24341894991,2012-12-05
0,1118526795,23567889782,47413657,175325378,901856526,24469746308,2012-12-06
0,1672478796,23568827688,109024689,178168742,897465358,24466293046,2012-12-07
0,1719875060,23600101274,108433277,217624766,965267942,24565369216,2012-12-10
0,1321837389,23752476711,60995797,204746274,959229916,24711706627,2012-12-11
0,1232121790,23931296294,50174214,182960040,952299531,24883595825,2012-12-12
0,1008590606,24005944092,52384669,168176157,957165797,24963109889,2012-12-13
0,2430566420,24050108360,108442785,156279118,953456644,25003565004,2012-12-14
0,2638935158,24369834749,73475701,162868015,953710531,25323545280,2012-12-17
0,2332120095,24675833764,104963387,174265257,944880358,25620714122,2012-12-18
0,1922452822,24999440910,88480573,192086018,972071959,25971512869,2012-12-19
0,1953597682,25323278100,86284992,180836694,986136074,26309414174,2012-12-20
0,2253066530,25745826781,97735317,183481814,964192329,26710019110,2012-12-21
0,1660218562,25999681453,53303401,186697040,992020483,26991701936,2012-12-24
0,3132675272,26580498165,112604632,196252249,1054376838,27634875003,2012-12-25
0,2288364829,26692499416,88477244,185106665,1027689239,27720188655,2012-12-26
0,2397566150,26879832919,85150098,194981490,1013101318,27892934237,2012-12-27
0,2130970730,26836032972,73728568,167862949,1002579777,27838612749,2012-12-28
0,2541533906,26680230260,98232155,209216753,1069609188,27749839448,2012-12-31
