,rzmre,rzye,rqmcl,rqyl,rqye,rzrqye,opDate
0,2943807115,27099297589,81929626,176080921,1086930604,28186228193,2013-01-04
0,2539903097,27745550185,82624203,194091931,1133396965,28878947150,2013-01-07
0,2414766034,28085898570,82432952,202208321,1117171530,29203070100,2013-01-08
0,2491734472,28344299492,70390680,204006121,1131946319,29476245811,2013-01-09
0,2305081301,28466469117,92938075,219970845,1179973516,29646442633,2013-01-10
0,2392543109,28606461243,62623811,193178285,1112017043,29718478286,2013-01-11
0,3670661355,29299692277,100616852,197651915,1226921808,30526614085,2013-01-14
0,4011581877,30059370327,100967998,211087114,1262191407,31321561734,2013-01-15
0,3278057328,30325333599,96709596,202746396,1253036383,31578369982,2013-01-16
0,2328340294,30589799128,90674360,211584929,1241442926,31831242054,2013-01-17
0,2737844468,30701451603,61332943,193809914,1251730786,31953182389,2013-01-18
0,3190219706,31367605153,134021230,230807976,1333955523,32701560676,2013-01-21
0,3616168195,32044790006,95253090,223068062,1247468742,33292258748,2013-01-22
0,2752428558,32564692477,88021312,237586070,1260387722,33825080199,2013-01-23
0,3381990249,32264032321,110808397,206248915,1254386793,33518419114,2013-01-24
0,2229024585,32520436994,69824601,187306410,1204497976,33724934970,2013-01-25
0,3047430486,32787628108,103925078,207854040,1324656531,34112284639,2013-01-28
0,3727235721,33405273288,108195323,230601851,1329123189,34734396477,2013-01-29
0,3362900478,33987774946,101373993,255145151,1362849865,35350624811,2013-01-30
0,4023149868,33861147901,66491042,209062113,1288590084,35149737985,2013-01-31
0,4266299855,34458704717,89767143,197814213,1286954493,35745659210,2013-02-01
0,5300437812,35486998759,106742450,208440762,1255358422,36742357181,2013-02-04
0,3870869781,35669978400,103365455,201614567,1265159582,36935137982,2013-02-05
0,3552711601,36277506099,39068101,190305520,1228519858,37506025957,2013-02-06
0,3524528817,36724236242,73017914,181597962,1196359611,37920595853,2013-02-07
0,3084625395,35842615852,53561966,164641490,1141996954,36984612806,2013-02-08
0,4206927038,37430265697,70839985,172409447,1170011623,38600277320,2013-02-18
0,3911243818,38731960415,50505460,152197890,1077162783,39809123198,2013-02-19
0,3056715070,39212614730,89677260,188728839,1178070212,40390684942,2013-02-20
0,4025187165,40015702530,112663108,170147020,1017267468,41032969998,2013-02-21
0,2530965269,39921271556,63680707,149870198,991039904,40912311460,2013-02-22
0,2491024691,40472993663,63194764,145947831,1026211625,41499205288,2013-02-25
0,3333185567,41031313073,109212145,181635899,1064429763,42095742836,2013-02-26
0,2433128156,41055486069,84720148,161798816,1069210219,42124696288,2013-02-27
0,3683524231,41409004646,116114118,183763986,1170378054,42579382700,2013-02-28
0,3615978323,41983773537,66467042,159765636,1152745723,43136519260,2013-03-01
0,4616944158,42999617145,90723737,157353967,1032729896,44032347041,2013-03-04
0,4008296537,43740354540,108642568,178252061,1137745809,44878100349,2013-03-05
0,4209248385,44294479993,112925125,194038684,1162181262,45456661255,2013-03-06
0,4227020629,43896109113,125281491,202454429,1135701114,45031810227,2013-03-07
