opDate,Unnamed: 0,rzye,rzmre,rqyl,rqylje,rqmcl,rzrqjyzl
2016-08-26,83,499937745356,20244740587,413193125,2648511173,34680854,502586256529
2016-08-29,82,501477435834,19262597443,433383078,2723176228,52040537,504200612062
2016-08-30,81,501004637549,18127747375,459464394,2942132684,68741513,503946770233
2016-08-31,80,501716007963,20539638820,445541370,2972281463,54635530,504688289426
2016-09-01,79,501535695782,20956719333,464663438,3021949312,61126202,504557645094
2016-09-02,78,499592197550,19720914539,477936580,3055378796,75347741,502647576346
2016-09-05,77,500516748119,19738718257,470316954,2926669963,58457638,503443418082
2016-09-06,76,503013816371,24868965139,466174782,2942855884,55852469,505956672255
2016-09-07,75,503273563343,25787343636,486415126,3021243613,58620249,506294806956
2016-09-08,74,503708906192,19861671600,464077236,2941733401,31236471,506650639593
2016-09-09,73,501701136676,21402589584,456713699,2887751901,34540563,504588888577
2016-09-12,72,499740145178,25293646673,465709861,2893896356,66451677,502634041534
2016-09-13,71,499635099269,18045851868,426244384,2715487728,30621776,502350586997
2016-09-14,70,496229314357,15678069181,399261828,2560130168,33751163,498789444525
2016-09-19,69,497965398653,15970987319,458113075,2886141226,97715212,500851539879
2016-09-20,68,498636196708,15176233151,448011985,2789447018,46584823,501425643726
2016-09-21,67,498866810752,14949437717,446683649,2786995059,45304902,501653805811
2016-09-22,66,497769188223,18424362327,449913652,2842252320,40987349,500611440543
2016-09-23,65,495548458994,15777430126,443885874,2757532261,36732719,498305991255
2016-09-26,64,495311007534,18398310421,476130925,2921256301,79824556,498232263835
2016-09-27,63,494949863817,14803735855,462171998,2904498020,52782678,497854361837
2016-09-28,62,493935142585,12346963447,449641915,2761111210,35129214,496696253795
2016-09-29,61,492459294682,13966699339,397543343,2559643250,30521234,495018937932
2016-09-30,60,485368046034,10947748818,363099308,2302076042,8089909,487670122076
2016-10-10,59,490131918314,23559668411,375738521,2485754138,51608471,492617672452
2016-10-11,58,493155823819,23454512182,418551097,2815512031,77300340,495971335850
2016-10-12,57,495554017689,18404348514,406734625,2690801688,36990083,498244819377
2016-10-13,56,497309822724,20303030805,438553008,3013468547,66699273,500323291271
2016-10-14,55,496412883860,19548242666,422481098,2891899790,44694709,499304783650
2016-10-17,54,498028728910,22216720236,420388098,2866511869,62002962,500895240779
2016-10-18,53,501292033743,25202934394,392963150,2805307720,56407223,504097341463
2016-10-19,52,502224582657,24632359171,402945727,2818854308,54739907,505043436965
2016-10-20,51,502719680826,20264716528,396722645,2786501246,35699000,505506182072
2016-10-21,50,502362504192,24048546481,419385750,2929633779,67679796,505292137971
2016-10-24,49,506651209666,31973297399,433450220,3062310997,71104158,509713520663
2016-10-25,48,509481313469,28013985325,399692664,2938692369,31563950,512420005838
2016-10-26,47,511241718608,26837389154,446092326,3047214321,76024903,514288932929
2016-10-27,46,512147647095,22057706294,394421882,2867404567,29135306,515015051662
2016-10-28,45,508646408411,23432607213,414787502,2942339368,65997917,511588747779
2016-10-31,44,510247896561,19877461369,394882433,2889058916,44174035,513136955477
2016-11-01,43,512090091838,22527066066,405192780,2980140097,47955298,515070231935
2016-11-02,42,512202186235,25005871992,405074419,2978091658,45269483,515180277893
2016-11-03,41,516372674587,35185628006,432318559,3185394756,75471916,519558069343
2016-11-04,40,515916361686,27702389256,412984066,3027101051,48299358,518943462737
2016-11-07,39,517199830196,25675769223,442842002,3167668799,71740701,520367498995
2016-11-08,38,517880324403,27167238686,462988347,3333262968,84189547,521213587371
2016-11-09,37,520589849944,35512155182,462410746,3192679339,82817210,523782529283
2016-11-10,36,524100406163,35916279752,486231069,3430919078,93839585,527531325241
2016-11-11,35,524606038523,43717351669,482698727,3451229128,84919692,528057267651
2016-11-14,34,530434954651,47161377775,496669558,3455894457,99913739,533890849108
2016-11-15,33,532962827325,35512135262,476691015,3515075241,68217977,536477902566
2016-11-16,32,535701347651,31599321935,482953798,3369798586,72436987,539071146237
2016-11-17,31,536057751317,29092021043,519016876,3591333097,91203935,539649084414
2016-11-18,30,535057333809,28680837457,505681128,3342644447,82417417,538399978256
2016-11-21,29,538823020390,32816415500,510095248,3515686889,91673033,542338707279
2016-11-22,28,542008130531,37589023793,542024944,3586448687,106051188,545594579218
2016-11-23,27,541686542434,35396629202,526193407,3586996836,74331524,545273539270
2016-11-24,26,541913908842,33906643087,567936112,3824549910,106844753,545738458752
2016-11-25,25,541073208543,34030570478,501453341,3584196203,63936966,544657404746
2016-11-28,24,546721796406,41134076209,572810333,3889652394,129391632,550611448800
2016-11-29,23,550196731263,49413534718,544702721,3827897378,94585947,554024628641
2016-11-30,22,553319387731,38009703417,506692809,3623238146,50799789,556942625877
2016-12-01,21,555785149855,36512524580,552004472,3841995830,100266615,559627145685
2016-12-02,20,552942591967,37792654678,495343851,3646377298,68000163,556588969265
2016-12-05,19,552584304283,32964380204,503114693,3459620852,100734285,556043925135
2016-12-06,18,552796495709,22502287281,486530914,3420881587,83049594,556217377296
2016-12-07,17,553519950153,24070429642,489271972,3533985798,83557693,557053935951
2016-12-08,16,554108985855,23898531152,519305685,3692335096,95894711,557801320951
2016-12-09,15,552842108711,26820353251,538778789,3669446342,93808717,556511555053
2016-12-12,14,545636500112,31162678070,517859220,3579624571,83839951,549216124683
2016-12-13,13,545857484973,21736669175,457275910,3258606848,67786023,549116091821
2016-12-14,12,547536309834,26484861643,465077218,3253930817,80933727,550790240651
2016-12-15,11,549415404110,24392317065,443548145,3081793935,81333331,552497198045
2016-12-16,10,547544828889,18239764248,412000314,2939297065,56281638,550484125954
2016-12-19,9,547210251108,18200653755,403906740,2929726450,65519502,550139977558
2016-12-20,8,548400035764,18737420154,392934181,2862197707,59466063,551262233471
2016-12-21,7,549096724136,22122050674,402364088,3096966389,92112448,552193690525
2016-12-22,6,548638718046,19296334236,420642645,2961458772,92968466,551600176818
2016-12-23,5,544894505934,19043031252,400283208,2956020933,59553988,547850526867
2016-12-26,4,545743760642,19619483085,418642842,2897953730,92797165,548641714372
2016-12-27,3,546989121102,17809785774,375557145,2771776523,35705009,549760897625
2016-12-28,2,547380152489,16009398832,382417435,2630404190,55373111,550010556679
2016-12-29,1,546781977610,15751094213,374559216,2670847647,57849241,549452825257
2016-12-30,0,541744074134,14344231540,445295507,2907720287,120410464,544651794421
2017-01-03,9,541086585301,16133800643,396621694,2751779090,60364739,543838364391
2017-01-04,8,540266946445,19600153246,411284970,2827996656,77535673,543094943101
2017-01-05,7,539549321455,19822922714,432558412,2988885418,73640617,542538206873
2017-01-06,6,537500878600,19869471573,418582234,2858333974,58039504,540359212574
2017-01-09,5,537718895628,20095812115,451035138,3151701673,91852042,540870597301
2017-01-10,4,536648846867,20212691796,466512102,3159415794,93465888,539808262661
2017-01-11,3,535042445743,18902724719,464150097,3257103313,89826296,538299549056
2017-01-12,2,533756166491,15745649736,449814088,3147374871,63277969,536903541362
2017-01-13,1,528892909817,14808474716,434442382,3147160699,52882035,532040070516
2017-01-16,0,516166619858,18744123693,468408987,3366270199,89447836,519532890057
