,opDate,rzye,rzmre,rqyl,rqylje,rqmcl,rzrqjyzl
67,2010-09-17,2668066420,117420810,206545,5944573,30600,2674010993
68,2010-09-16,2631809132,129223608,204045,5954733,33100,2637763865
69,2010-09-15,2614204191,128825123,196745,5674825,17600,2619879016
70,2010-09-14,2618194471,122089778,201445,5944824,32200,2624139295
71,2010-09-13,2621304462,192569363,257645,6631071,9700,2627935533
72,2010-09-10,2568640986,103135866,278145,6690296,96100,2575331282
73,2010-09-09,2568993058,228372953,228045,5937879,63600,2574930937
74,2010-09-08,2493160533,213749417,349545,6860345,60900,2500020878
75,2010-09-07,2414136562,134071867,489245,8658064,115100,2422794626
76,2010-09-06,2387662569,184925685,468544,9436998,80100,2397099567
77,2010-09-03,2347176762,143306467,436544,6786496,55200,2353963258
78,2010-09-02,2367547449,198711616,425345,7587947,95300,2375135396
79,2010-09-01,2322415396,165106740,469945,8972215,110300,2331387611
80,2010-08-31,2307041382,154108208,521045,10113191,255200,2317154573
81,2010-08-30,2285460219,177968857,305845,8624182,71300,2294084401
82,2010-08-27,2220473978,88446491,523445,9352048,23800,2229826026
83,2010-08-26,2194536639,76108498,572045,9607119,155600,2204143758
84,2010-08-25,2190791657,98774816,458789,9046741,169156,2199838398
85,2010-08-24,2213911577,143827323,383389,9111951,105200,2223023528
86,2010-08-23,2141737847,113225964,341633,8364909,116500,2150102756
87,2010-08-20,2116441794,140901472,267833,7995830,81260,2124437624
88,2010-08-19,2111575425,204734599,386833,10610725,133500,2122186150
89,2010-08-18,2085438731,136209711,335533,9108477,162900,2094547208
90,2010-08-17,2052174441,137843946,309233,8541510,43700,2060715951
91,2010-08-16,2011265809,163870333,373733,9432818,68800,2020698627
92,2010-08-13,1946004866,104210434,346333,9002846,52900,1955007712
93,2010-08-12,1917657100,97853482,389033,9417267,111600,1927074367
94,2010-08-11,1903636176,94087853,343633,8956495,31900,1912592671
95,2010-08-10,1869121672,147571316,398133,8994919,100400,1878116591
96,2010-08-09,1841103737,125992494,393533,9550619,121100,1850654356
97,2010-08-06,1802240599,111988470,305433,8124270,57000,1810364869
98,2010-08-05,1775576845,167459563,287233,8153166,22700,1783730011
99,2010-08-04,1709199891,126248395,336784,8847500,72900,1718047391
100,2010-08-03,1664552954,129466269,512284,10911462,89600,1675464416
101,2010-08-02,1640972044,174443309,473984,10476961,48800,1651449005
102,2010-07-30,1552855454,92133368,501984,11038366,27800,1563893820
103,2010-07-29,1531824312,98484393,566584,12045927,97800,1543870239
104,2010-07-28,1583742413,108644824,585884,12138814,110851,1595881227
105,2010-07-27,1580807913,79519953,657933,12761026,42300,1593568939
106,2010-07-26,1551684452,71587341,662543,12879111,194500,1564563563
107,2010-07-23,1539431335,149445421,540743,11236586,84000,1550667921
108,2010-07-22,1498641789,89420614,516133,10950510,21800,1509592299
109,2010-07-21,1472317314,100091861,508033,10765589,35000,1483082903
110,2010-07-20,1440850708,212954187,612483,12001535,123700,1452852243
111,2010-07-19,1303905018,71278412,611033,11856372,88900,1315761390
112,2010-07-16,1319305043,47955270,578433,11100827,63100,1330405870
113,2010-07-15,1287501800,60785184,584433,11102706,34500,1298604506
114,2010-07-14,1263477734,80227880,646733,12064921,156700,1275542655
115,2010-07-13,1311949508,122088757,632033,11843759,92400,1323793267
116,2010-07-12,1222983113,122496033,583333,11397184,51100,1234380297
117,2010-07-09,1170639291,157020933,561433,11009953,141000,1181649244
118,2010-07-08,1102548838,65542507,493933,10084050,126900,1112632888
119,2010-07-07,1064383786,44925331,466733,9798533,116400,1074182319
120,2010-07-06,1057442951,59076920,444633,9638251,116200,1067081202
121,2010-07-05,1035344028,118587870,428744,9394483,104096,1044738511
122,2010-07-02,946500624,55619277,435344,9352154,123700,955852778
123,2010-07-01,928736463,42612154,435844,9185768,123100,937922231
124,2010-06-30,908521076,35114468,327344,8247937,149700,916769013
125,2010-06-29,901933545,56320628,365444,8772089,153911,910705634
126,2010-06-28,907046989,52375764,393079,8937135,115300,915984124
127,2010-06-25,877045659,30535042,361467,9449157,139803,886494816
128,2010-06-24,866091036,47947796,346051,8977774,55200,875068810
129,2010-06-23,842719148,47607058,364651,8465580,44600,851184728
130,2010-06-22,867189284,42295789,413651,10065984,29900,877255268
131,2010-06-21,859456754,99484877,414051,9530834,204100,868987588
132,2010-06-18,819295645,46482526,298251,5861101,63541,825156746
133,2010-06-17,802191743,35258695,334518,6931429,41900,809123172
134,2010-06-11,782619926,44972146,334618,7216554,56218,789836480
135,2010-06-10,793255677,41796850,347231,7456056,105400,800711733
136,2010-06-09,785253681,126771313,409431,9413470,281700,794667151
137,2010-06-08,697311113,34230923,241031,4737840,87500,702048953
138,2010-06-07,685693950,28140634,281931,6756505,98200,692450455
139,2010-06-04,680721701,31729497,2472131,14822564,119400,695544265
140,2010-06-03,675126222,38752924,2434617,14194808,147786,689321030
141,2010-06-02,653397284,27207650,2342631,12525827,44600,665923111
142,2010-06-01,639998626,41486233,2343493,12838683,435931,652837309
143,2010-05-31,629837529,37471239,1974600,10343585,1810900,640181114
144,2010-05-28,633696229,56487576,239300,4162822,45000,637859051
145,2010-05-27,604281887,69689203,310600,5436101,26200,609717988
146,2010-05-26,565966886,17672866,474000,9060668,48300,575027554
147,2010-05-25,562759014,56337279,485200,10017758,146900,572776772
148,2010-05-24,534671504,76158631,1559490,14057930,1226200,548729434
149,2010-05-21,503728469,51052980,389690,8942658,346500,512671127
150,2010-05-20,486806982,32023540,768093,9010047,727990,495817029
151,2010-05-19,475810742,28129781,374900,5307357,224067,481118099
152,2010-05-18,467622771,32532723,291000,5137036,135000,472759807
153,2010-05-17,473201524,74027562,304500,4442929,24200,477644453
154,2010-05-14,415983876,43883229,391106,6807124,296106,422791000
155,2010-05-13,393357604,43516642,420400,8409102,156800,401766706
156,2010-05-12,376113669,43090277,357000,6718753,246200,382832422
157,2010-05-11,350667983,47067392,302868,6053063,144200,356721046
158,2010-05-10,327370089,36414703,310636,6273327,181436,333643416
159,2010-05-07,309938569,48359014,204363,4275122,59300,314213691
160,2010-05-06,314003383,55666699,183263,3286323,15400,317289706
161,2010-05-05,277495916,50597915,286963,5144755,101100,282640671
162,2010-05-04,242846863,21944030,200763,3519010,116400,246365873
163,2010-04-30,235526412,27804556,130863,2551528,20400,238077940
164,2010-04-29,233030157,27561491,137763,2847328,12363,235877485
165,2010-04-28,223249365,31144701,136600,2709735,2100,225959100
166,2010-04-27,202494937,29621581,142500,2758191,76000,205253128
167,2010-04-26,182090321,35141973,278900,11042183,193800,193132504
168,2010-04-23,152902064,17574818,137600,2830321,15700,155732385
169,2010-04-22,157219058,32603174,135400,2932237,192400,160151295
170,2010-04-21,127565065,14384413,110300,2513143,97300,130078208
171,2010-04-20,116673356,5706716,33400,1638860,525900,118312216
172,2010-04-19,112783831,8395193,22000,1031561,1500,113815392
173,2010-04-16,121064474,25841176,24500,1198858,19300,122263332
174,2010-04-15,103099287,20916787,6200,271214,1100,103370501
175,2010-04-14,89480507,7964900,5100,212231,0,89692738
176,2010-04-13,92169145,17444196,5200,211445,3900,92380590
177,2010-04-12,89060984,40376602,1400,10092,5000,89071076
178,2010-04-09,50663640,22077191,1400,10197,0,50673837
179,2010-04-08,30233781,5147142,1400,10110,0,30243891
180,2010-04-07,25086826,15141395,2800,38418,1400,25125244
181,2010-04-06,10091243,3329461,1400,10267,0,10101510
182,2010-04-02,6762781,207516,1500,11929,0,6774710
183,2010-04-01,6842114,1054024,2200,17325,0,6859439
184,2010-03-31,5824813,5866316,2900,24142,3100,5848955
