opDate,Unnamed: 0,rzmre,rzye,rqmcl,rqyl,rqye,rzrqye
2015-02-03,0,25631316321,352958981329,256240585,276127733,1900281199,354859262528
2015-02-04,0,28895466563,354705059515,277211245,274178384,1881711629,356586771144
2015-02-05,0,35743098208,357390541396,306153041,272193497,1831424701,359221966097
2015-02-06,0,26222898191,358519133183,276209853,239049040,1601486889,360120620072
2015-02-09,0,23153875152,361064738115,374575849,230612824,1563247989,362627986104
2015-02-10,0,23874968775,366237990662,333712665,230048820,1583915766,367821906428
2015-02-11,0,26694491460,368845039520,269864795,229244488,1610231794,370455271314
2015-02-12,0,26286269049,368826323472,222629340,227482806,1605529923,370431853395
2015-02-13,0,31880587339,360003378069,282465937,229505421,1643148312,361646526381
2015-02-16,0,35912607418,359694721711,269441277,242116004,1725771717,361420493428
2015-02-17,0,31013959715,352316072724,172001322,231361782,1679482887,353995555611
2015-02-25,0,37884632567,364632460913,215292471,246703315,1778216882,366410677795
2015-02-26,0,34216148792,368651595358,250854806,264214864,1892189423,370543784781
2015-02-27,0,37019956379,371532933772,237175728,263062701,1909555786,373442489558
2015-03-02,0,50204155827,379682012989,364993497,277649739,2043880922,381725893911
2015-03-03,0,51158018793,387698010985,321906050,262309664,1945233104,389643244089
2015-03-04,0,42690922863,393446997427,339268584,278736213,2026477899,395473475326
2015-03-05,0,44225720686,399795847200,341343600,264907608,1966640873,401762488073
2015-03-06,0,38284855895,402334159659,351725197,249381236,1855284739,404189444398
2015-03-09,0,35150008533,406795907407,399289922,241173474,1800104570,408596011977
2015-03-10,0,41198368628,413963887171,429948612,226608594,1729680246,415693567417
2015-03-11,0,39828994953,422017577470,399421741,215420060,1607738035,423625315505
2015-03-12,0,42983488621,430130407909,359215537,221427662,1636224538,431766632447
2015-03-13,0,37807633718,431586133514,317434825,225945311,1672140493,433258274007
2015-03-16,0,51817200508,430037375813,438957290,268341650,1971019595,432008395408
2015-03-17,0,61492982750,432620976886,443646862,273539023,2081796516,434702773402
2015-03-18,0,61433866336,439079318940,443850638,290072802,2229156054,441308474994
2015-03-19,0,58208444120,445156834921,307707743,281311862,2185054379,447341889300
2015-03-20,0,62900138777,449976925205,393858548,304350559,2301310757,452278235962
2015-03-23,0,66646329157,456468114455,392789862,321474072,2461658730,458929773185
2015-03-24,0,79907649786,465149520648,390946343,312335439,2424227164,467573747812
2015-03-25,0,72150523501,475561580264,370579663,314743397,2453452221,478015032485
2015-03-26,0,64379996644,480092915137,396144870,324099949,2457863759,482550778896
2015-03-27,0,49474009451,484087216047,342580626,334795365,2558214628,486645430675
2015-03-30,0,61710664790,489166892146,373054952,356576053,2729213200,491896105346
2015-03-31,0,68420906330,493765560657,393155982,338886850,2628145327,496393705984
2015-04-01,0,66032640455,502453651639,443562681,364316957,2857234816,505310886455
2015-04-02,0,71263078124,509988379711,420837622,368945154,2870700924,512859080635
2015-04-03,0,72768292844,516676930961,372632372,381957722,2977171835,519654102796
2015-04-07,0,76411247986,527220275303,426168950,397736318,3121859985,530342135288
2015-04-08,0,80029308212,534127452357,445994387,387788700,3034345778,537161798135
2015-04-09,0,76120386757,542269865845,476544087,365528545,2852037480,545121903325
2015-04-10,0,65937150651,549425865491,450801200,373732017,2973504472,552399369963
2015-04-13,0,72802345092,559273638521,468240947,363008446,2932318981,562205957502
2015-04-14,0,69349225871,566988822226,491757530,344502232,2808226817,569797049043
2015-04-15,0,65204872955,575375934708,432041797,335933076,2616345990,577992280698
2015-04-16,0,54538805711,580313399643,429185996,341914406,2724163171,583037562814
2015-04-17,0,70769195200,575980304237,504722331,356680372,2843849931,578824154168
2015-04-20,0,78017172912,573835282051,498586432,348021544,2742050269,576577332320
2015-04-21,0,68385035141,576547480301,538328897,360746047,2950727296,579498207597
2015-04-22,0,79322143124,579014805811,486271237,373347999,3138872016,582153677827
2015-04-23,0,81592776204,583954018000,473751321,371342955,3123824480,587077842480
2015-04-24,0,76169130205,588116857679,427961969,369574380,3052072824,591168930503
2015-04-27,0,75863303973,595346164786,495880929,382235136,3196091290,598542256076
2015-04-28,0,74649207663,597896481649,409616365,361059164,3005907060,600902388709
2015-04-29,0,65407486554,604040735304,496015480,371173804,3087185923,607127921227
2015-04-30,0,65134586611,606682432092,390758142,368361389,3017240033,609699672125
2015-05-04,0,59481464470,615989564964,401255695,373377992,3040818126,619030383090
2015-05-05,0,64816633651,624593202195,465593669,316980824,2539901865,627133104060
2015-05-06,0,60906907976,631054246062,512732447,303481684,2413249355,633467495417
2015-05-07,0,46405705807,634109844230,433799512,267809433,2172420457,636282264687
2015-05-08,0,53164484221,629920926522,404161650,266275976,2265422560,632186349082
2015-05-11,0,75294385738,634800787585,542479694,325349942,2749431056,637550218641
2015-05-12,0,78369189860,638556990053,428842507,340728490,2903865717,641460855770
2015-05-13,0,83154757885,648641272851,469034794,348322631,2961858800,651603131651
2015-05-14,0,74221882394,654928816141,471997042,350005857,2937569269,657866385410
2015-05-15,0,66405945997,658559612843,458063793,325594909,2730009491,661289622334
2015-05-18,0,66046414496,668894577990,468306251,303155507,2603193058,671497771048
2015-05-19,0,76581610335,682634693915,513034847,296261753,2617286166,685251980081
2015-05-20,0,90847217448,695732198743,451102502,294236211,2619081393,698351280136
2015-05-21,0,82136863647,703603611405,403821871,323529709,2900452188,706504063593
2015-05-22,0,95129790587,699421477055,462979173,345150261,3080219511,702501696566
2015-05-25,0,94863240548,704770029656,430278166,367034340,3369069699,708139099355
2015-05-26,0,103458479356,713150293302,444643538,368146680,3465510608,716615803910
2015-05-27,0,96807195279,718318501558,422008369,337639705,3299503547,721618005105
2015-05-28,0,107427530431,722038309273,423946926,301618225,2812599180,724850908453
2015-05-29,0,72983634736,723671219259,422506251,272213719,2613167800,726284387059
2015-06-01,0,76378089561,733007153665,534477739,292858602,2856370736,735863524401
2015-06-02,0,82588173381,742214105246,396920629,287070693,2883108282,745097213528
2015-06-03,0,83282082170,747086620524,434872507,289585694,2857001726,749943622250
2015-06-04,0,85128832280,752290936643,446120077,304033132,2848651024,755139587667
2015-06-05,0,92631968257,748157582936,418672454,316675686,3030093245,751187676181
2015-06-08,0,85041374325,746442467724,434973026,328917405,3165781871,749608249595
2015-06-09,0,72503163533,748477647040,397050637,328628067,3141874234,751619521274
2015-06-10,0,74863122982,754930196763,481006752,330873149,3218285055,758148481818
2015-06-11,0,75806602169,761979456459,427364164,335290268,3278375214,765257831673
2015-06-12,0,78004383693,767122163366,501462578,334681002,3284029428,770406192794
2015-06-15,0,78928671819,771159310316,439921656,320242856,3105634844,774264945160
2015-06-16,0,68704456650,775494763565,399603672,284380952,2672185834,778166949399
2015-06-17,0,57647973869,779939203269,506215806,270451450,2599119307,782538322576
2015-06-18,0,54302586867,783724333715,439212038,256851829,2396576792,786120910507
2015-06-19,0,52613840026,781785835539,429820050,194995098,1833178936,783619014475
2015-06-23,0,50361201915,777939378393,501204000,188968127,1894166767,779833545160
2015-06-24,0,57601491190,766627175015,594975097,238183139,2256618737,768883793752
2015-06-25,0,57767003145,758593917931,524349383,243871104,2301780220,760895698151
2015-06-26,0,48864721395,738707126516,566505382,184624774,1714239476,740421365992
2015-06-29,0,57998603023,723644734435,754334135,187672115,1629953335,725274687770
2015-06-30,0,57798561189,709162691967,610388236,185076010,1757399394,710920091361
2015-07-01,0,56949534756,701749001117,510240562,185938632,1690486249,703439487366
2015-07-02,0,47321103534,685837823740,540431101,171425545,1466448908,687304272648
2015-07-03,0,44658045429,661771568517,299123140,135396950,1153988037,662925556554
2015-07-06,0,48178914259,619037358022,103342005,136524693,1103564058,620140922080
2015-07-07,0,24913810751,573004327197,52142398,112379032,911259238,573915586435
2015-07-08,0,15906182294,515212343591,56075451,124035462,883521852,516095865443
2015-07-09,0,26398882911,510159216727,50688548,109839040,875775680,511034992407
2015-07-10,0,27011987685,505945776955,69685177,115325727,956330881,506902107836
2015-07-13,0,38243374580,502705215185,52918106,114120392,980534727,503685749912
2015-07-14,0,44837686658,502165088913,47528878,116865969,979455259,503144544172
2015-07-15,0,48998586370,499370428784,70695331,108574309,900678766,500271107550
2015-07-16,0,43527711140,500271915831,88479426,108598009,903823293,501175739124
2015-07-17,0,50845309187,504255441761,81385359,113256589,976975991,505232417752
2015-07-20,0,57497327280,502482065141,112232060,117320535,992711582,503474776723
2015-07-21,0,49099274153,504055215370,130410016,133435324,1080466093,505135681463
2015-07-22,0,54725753237,507535705730,127384621,140326562,1112220421,508647926151
2015-07-23,0,61035857013,514057673710,167605400,137303845,1131303311,515188977021
2015-07-24,0,66398135946,513599336968,181174800,143431074,1120970976,514720307944
2015-07-27,0,56645261825,507551673784,200074668,141507561,1005867563,508557541347
2015-07-28,0,43301800582,491838698549,201445510,129527120,952151347,492790849896
2015-07-29,0,40350428447,487438624110,180194248,135926756,1019504082,488458128192
2015-07-30,0,44962762796,486249919886,204341485,139970844,1007357911,487257277797
2015-07-31,0,28500813107,475446028932,164324543,139057556,1008473556,476454502488
2015-08-03,0,24653238452,461334491176,88481048,136285888,988706319,462323197495
2015-08-04,0,39427026777,467269519933,5529842,131326368,1025030861,468294550794
2015-08-05,0,38285992283,466810514866,1398208,128981526,987589681,467798104547
2015-08-06,0,26900258682,465555351702,1619600,125981284,957821954,466513173656
2015-08-07,0,36723775989,468603376994,1410500,121109158,951763628,469555140622
2015-08-10,0,52704540514,475981646428,1191900,115487244,951636002,476933282430
2015-08-11,0,55588142308,481040889023,1856400,111523948,925535339,481966424362
2015-08-12,0,42136857991,481886311617,810900,108653651,897773324,482784084941
2015-08-13,0,43735207631,486695514736,1571500,107186090,903864538,487599379274
2015-08-14,0,51053086391,488766646815,1204481,106302528,895942766,489662589581
2015-08-17,0,52161225982,494723065282,35783677,138732262,1078366750,495801432032
2015-08-18,0,58970585163,488823492890,13660962,139440162,1094765773,489918258663
2015-08-19,0,45349832025,486440616365,16109091,141146342,1109871209,487550487574
2015-08-20,0,39502051987,484584219079,31735799,162615934,1163145932,485747365011
2015-08-21,0,32367673587,475023987344,15008228,145246304,1080805032,476104792376
2015-08-24,0,19920856527,449543942965,10473108,141105632,934923484,450478866449
2015-08-25,0,20081701114,419653124847,10213456,136618771,859764730,420512889577
2015-08-26,0,30565114990,401301348852,17367728,143021354,874289506,402175638358
2015-08-27,0,26508724141,389523776632,10187822,142450999,901224016,390425000648
2015-08-28,0,34472692157,389119575750,8946787,142275400,935667614,390055243364
2015-08-31,0,27111521606,382832812309,6951820,143297873,927621583,383760433892
2015-09-01,0,21003546587,369385950822,6315489,143823025,921316059,370307266881
2015-09-02,0,20665732705,352887786561,4936897,141345271,889861777,353777648338
2015-09-07,0,28367062154,359544041278,5730107,138176013,873462157,360417503435
2015-09-08,0,22594119361,359632889283,13914999,135702877,907893807,360540783090
2015-09-09,0,38607572767,364974955542,30765443,155644246,996789544,365971745086
2015-09-10,0,25666974012,364309103755,16686214,147119791,941747016,365250850771
2015-09-11,0,21424035917,362993260509,20292656,148720818,925756756,363919017265
2015-09-14,0,23069430487,353518510882,20300294,150955801,876609403,354395120285
2015-09-15,0,18181415448,345606919457,18472073,152447942,845000006,346451919463
2015-09-16,0,25129563898,347000896835,19328003,154196794,904946243,347905843078
2015-09-17,0,31393490127,347868983179,16092559,152926768,899877756,348768860935
2015-09-18,0,22042698276,347284755690,3041200,141813513,871121963,348155877653
2015-09-21,0,27085902018,348283136964,2113112,140131825,881665269,349164802233
2015-09-22,0,31598565535,348373107279,2121641,136335618,876978020,349250085299
2015-09-23,0,26460495533,348862246310,3861672,139705445,871789392,349734035702
2015-09-24,0,25983071655,349152980691,3220636,141193577,877395639,350030376330
2015-09-25,0,24538918801,345538288563,2727330,142026954,854226871,346392515434
2015-09-28,0,21020312953,347671486613,2064687,140832113,855560394,348527047007
2015-09-29,0,19903012259,344864615171,2139094,140272468,835550189,345700165360
2015-09-30,0,15974888336,338943286646,1462000,132000463,787479419,339730766065
2015-10-08,0,32244629756,346111855937,7714011,138497640,859995782,346971851719
2015-10-09,0,29645835510,347051753251,2450376,136334515,855938047,347907691298
2015-10-12,0,45892092484,354187268018,7790786,137823946,901969466,355089237484
2015-10-13,0,37174398382,357098825623,2629897,135978806,888458456,357987284079
2015-10-14,0,36915211180,359391915344,3712982,136970012,879821283,360271736627
2015-10-15,0,43105120538,365224067914,3646991,137252866,897737421,366121805335
2015-10-16,0,49470121855,367328852147,2414445,131534357,881922699,368210774846
2015-10-19,0,52467987640,373765462867,8562173,138393756,906973353,374672436220
2015-10-20,0,50029978679,378528574870,2988185,135124631,911987824,379440562694
2015-10-21,0,59105720633,375489901292,4435127,136432823,870566320,376360467612
2015-10-22,0,50900527678,383448706603,4855754,138622162,903004763,384351711366
2015-10-23,0,59730354271,388916141368,2163000,136685536,917660635,389833802003
2015-10-26,0,61719662695,395552150573,4012838,137972814,927155450,396479306023
2015-10-27,0,54795514884,399609225675,2618764,136534393,928593701,400537819376
2015-10-28,0,50049288351,399396345382,3188309,137687979,912220060,400308565442
2015-10-29,0,43147285276,403737426794,2214244,136417678,917572978,404654999772
2015-10-30,0,46282631437,403345548720,2557223,135734202,909284203,404254832923
2015-11-02,0,40015560254,403144003168,4039300,137451420,898968381,404042971549
2015-11-03,0,32944090520,404315324117,2233414,135722986,899303465,405214627582
2015-11-04,0,58625456063,413002696228,2106904,131716504,918525655,413921221883
2015-11-05,0,75025127975,418730772360,3923923,131138232,926888761,419657661121
2015-11-06,0,67712813429,423487140458,3427380,131328441,939780185,424426920643
2015-11-09,0,79227993216,435188104397,2628384,130419403,952042853,436140147250
2015-11-10,0,72584549843,442288018676,2232072,130176661,945441429,443233460105
2015-11-11,0,68483121894,451324319084,3360241,131922885,959948566,452284267650
2015-11-12,0,74421219226,459002047278,3109448,131755190,969466075,459971513353
2015-11-13,0,64766100620,460187358032,5551776,132408128,994095983,461181454015
2015-11-16,0,53426266692,467176090609,5695276,132486836,973087581,468149178190
2015-11-17,0,77714136961,475381816828,4990438,133669638,997201843,476379018671
2015-11-18,0,54364966050,477349511755,4866708,134138304,995247801,478344759556
2015-11-19,0,54289681696,485644150604,3485861,132728546,981356613,486625507217
2015-11-20,0,68290597656,491440514083,3061830,131855974,976106964,492416621047
2015-11-23,0,53843881006,490147834279,3140057,121150442,937738648,491085572927
2015-11-24,0,43353366738,492829839713,3110419,121260173,934604725,493764444438
2015-11-25,0,55171032986,496304416380,4316971,123105237,961705079,497266121459
2015-11-26,0,56213525840,495778002956,4130580,124710432,972344450,496750347406
2015-11-27,0,53092359016,486736416738,3952700,121472609,885356944,487621773682
2015-11-30,0,47544815523,487543764636,5083332,119345077,879532864,488423297500
2015-12-01,0,41601546354,487667944960,5362871,120100650,891224862,488559169822
2015-12-02,0,40637352951,485085117143,4989614,120468009,918028139,486003145282
2015-12-03,0,40676585082,483730213419,4330228,121467804,930475040,484660688459
2015-12-04,0,37146465107,474977818244,3421343,121611569,923588888,475901407132
2015-12-07,0,35250842227,474630636414,4045928,123253495,934628088,475565264502
2015-12-08,0,35488239993,472048221063,2226853,122773614,907390333,472955611396
2015-12-09,0,34445027375,472249644756,2638696,122326692,912006867,473161651623
2015-12-10,0,36841180329,471863708372,3443300,122750845,908803148,472772511520
2015-12-11,0,31421945321,472008128192,1711100,119160496,880977348,472889105540
2015-12-14,0,38056397286,478558726084,5207998,121182285,917238211,479475964295
2015-12-15,0,42274898089,481713512936,2314708,118895754,904190935,482617703871
2015-12-16,0,41631227886,484382867758,3757434,118330209,904179374,485287047132
2015-12-17,0,53713649727,485113301374,4419017,120089660,936500857,486049802231
2015-12-18,0,49882785320,486032494977,1627800,117769384,921773140,486954268117
2015-12-21,0,51345983971,490468237765,4498014,119027702,952493906,491420731671
2015-12-22,0,48854384881,495890928603,2575144,115832390,926527770,496817456373
2015-12-23,0,56109064366,500868791669,3085829,114362798,917376486,501786168155
2015-12-24,0,40347912680,504024962717,3549340,107896718,873203631,504898166348
2015-12-25,0,35973896938,504772214499,3167479,98499646,831311445,505603525944
2015-12-28,0,39418250747,495635892706,9551646,104260681,832785094,496468677800
2015-12-29,0,32431827367,497070382702,6192742,102851090,847486717,497917869419
2015-12-30,0,34651073314,497704960328,4676100,103914382,858381242,498563341570
2015-12-31,0,30116089614,490784946519,6672435,107160539,849511267,491634457786
2016-01-04,0,27402626573,484575797895,4573160,102836053,772108644,485347906539
2016-01-05,0,33426737789,475037821454,4279198,102368063,757383802,475795205256
2016-01-06,0,29252419826,471911650743,1484979,101159077,760843433,472672494176
2016-01-07,0,7894567602,466443947090,255600,100044022,689704107,467133651197
2016-01-08,0,28983324654,455663747282,2049550,99968306,704908892,456368656174
2016-01-11,0,24058303886,439819813926,2312555,99393255,669283223,440489097149
2016-01-12,0,21556485360,432250707788,1361947,95564657,661841749,432912549537
2016-01-13,0,19636801143,423530065764,1082350,92744199,637733462,424167799226
2016-01-14,0,24159812648,420059853764,1351300,90157483,644689652,420704543416
2016-01-15,0,21281323158,412017156874,2202592,88097175,614315699,412631472573
2016-01-18,0,22880940620,412908216832,596892,86136998,612292337,413520509169
2016-01-19,0,26562328352,411926731181,531000,84259831,626328155,412553059336
2016-01-20,0,24839854251,409586464227,1042400,81415420,597467501,410183931728
2016-01-21,0,22261040119,405270608058,1758300,81686605,579370977,405849979035
2016-01-22,0,19608786471,404318829793,880025,81212830,583888338,404902718131
2016-01-25,0,16952659222,402203566211,961600,81008762,584489080,402788055291
2016-01-26,0,19015095913,392046422005,2462900,81358259,530829020,392577251025
2016-01-27,0,20681629682,383390619246,701095,78303887,517920146,383908539392
2016-01-28,0,14532628141,375998689752,2890784,80538553,526558363,376525248115
2016-01-29,0,17667724585,374074144236,1309100,73411344,528515298,374602659534
2016-02-01,0,13266558820,369246465622,845300,72561773,518686590,369765152212
2016-02-02,0,17196981603,369258699665,1213641,68583695,523112893,369781812558
2016-02-03,0,14743087081,366339438448,1200100,66920426,518007482,366857445930
2016-02-04,0,18105234419,364055761650,1061600,65105799,510155003,364565916653
2016-02-05,0,11949817220,355841975713,1210000,58747650,453296615,356295272328
2016-02-15,0,15419275107,357997001779,3047141,60430950,476853093,358473854872
2016-02-16,0,23146201614,360765112587,6036202,64434010,513147277,361278259864
2016-02-17,0,23668100598,361581753584,1756440,64474896,520306139,362102059723
2016-02-18,0,26000421233,363338319105,3013985,65985667,522769539,363861088644
2016-02-19,0,21189658523,363928803190,1132653,62588592,507699937,364436503127
2016-02-22,0,27980919130,365896479440,3055227,63908502,521636713,366418116153
2016-02-23,0,24771846449,365762933506,897946,63375066,524339592,366287273098
2016-02-24,0,24126887794,366548524791,1596324,63881946,523697059,367072221850
2016-02-25,0,26004096589,359870572258,3691507,64157899,492443018,360363015276
2016-02-26,0,18515493989,357625014971,2302600,62191007,475242268,358100257239
2016-02-29,0,15954440375,349830134491,3842196,64695672,473495704,350303630195
2016-03-01,0,18113183230,348407484917,1695356,63835803,479273379,348886758296
2016-03-02,0,25495180892,350026780836,2413100,63413434,504544461,350531325297
2016-03-03,0,27911603537,351166323022,2070561,63682242,500713920,351667036942
2016-03-04,0,23107469138,346275888727,1967079,60880642,477013647,346752902374
2016-03-07,0,20098767237,348322401889,1822869,61408018,486432187,348808834076
2016-03-08,0,22259291896,348089980926,3039244,60578102,495892939,348585873865
2016-03-09,0,16951213927,346510690799,2089779,61281106,495202566,347005893365
2016-03-10,0,13872157961,344711535606,1158875,59233600,479123949,345190659555
2016-03-11,0,11493723932,343658632343,1163251,58401795,471103073,344129735416
2016-03-14,0,23305161496,346937834506,2048120,56665692,471680476,347409514982
2016-03-15,0,17262826702,344817356623,3090658,58538872,474098712,345291455335
2016-03-16,0,16262718463,343303261117,1179050,58240849,471635005,343774896122
2016-03-17,0,29186721307,348891009503,3274401,57729504,492837107,349383846610
2016-03-18,0,37543969217,350310906516,4972665,58197852,506900624,350817807140
2016-03-21,0,44265717167,357579425537,5027476,58800184,538872224,358118297761
2016-03-22,0,35501793056,360648135772,5260179,59833340,524656447,361172792219
2016-03-23,0,32057030389,363609348818,3560827,59916870,538853981,364148202799
2016-03-24,0,35358343485,363716545508,4090008,60073723,523080723,364239626231
2016-03-25,0,27097779184,365099695805,4028187,58426670,522419826,365622115631
2016-03-28,0,30137411877,365610965603,3528629,59506897,523861147,366134826750
2016-03-29,0,24754597695,364985120846,2340499,57620488,504874314,365489995160
2016-03-30,0,32605875387,368148068413,4160899,57287780,512075805,368660144218
2016-03-31,0,35317375296,368548596100,2803681,56889882,512712257,369061308357
2016-04-01,0,26351411645,365714382586,3226479,56198097,493229366,366207611952
2016-04-05,0,37728577066,372017861270,6727108,59961677,541090409,372558951679
2016-04-06,0,34447663979,373565116504,2688313,59182913,540056979,374105173483
2016-04-07,0,34620907759,373834350901,3082840,57199438,522965243,374357316144
2016-04-08,0,27926476614,372518701480,3022412,55273486,503146483,373021847963
2016-04-11,0,32275839811,375349331104,5641153,58188327,531252101,375880583205
2016-04-12,0,26684621545,373603530094,2860450,60002842,529499523,374133029617
2016-04-13,0,42497414125,378112662549,4223678,59122929,533865003,378646527552
2016-04-14,0,29193494368,379679462135,2491950,59554621,535793604,380215255739
2016-04-15,0,24429152925,377518994981,5794667,62426794,540979233,378059974214
2016-04-18,0,25111707103,377714949618,4097427,64180180,536987595,378251937213
2016-04-19,0,24134625997,378502459243,4528612,65235390,544540355,379046999598
2016-04-20,0,33052716300,371693908395,4253140,66787155,540740300,372234648695
2016-04-21,0,23272192698,369254391138,2105981,66669622,537669445,369792060583
2016-04-22,0,19544789286,368107349131,4543102,66839531,534462980,368641812111
2016-04-25,0,16372388602,367102577538,2642480,67633796,537891572,367640469110
2016-04-26,0,17122187007,367002748117,2245904,67029996,534913806,367537661923
2016-04-27,0,19195734595,365776987603,3105841,67878298,533427353,366310414956
2016-04-28,0,19965757698,365713057297,2173237,66056988,526724657,366239781954
2016-04-29,0,15766350070,362580921065,2908927,64908586,512499119,363093420184
2016-05-03,0,28504702163,367601137663,5700100,66026740,541082229,368142219892
2016-05-04,0,25786420558,368313132399,1631982,64867829,540751083,368853883482
2016-05-05,0,24057936106,370676028861,2244674,61225035,527248276,371203277137
2016-05-06,0,31502243084,364925800070,6201487,62195428,509967677,365435767747
2016-05-09,0,22648683418,362328280543,4216976,61351154,492170624,362820451167
2016-05-10,0,14717242970,359371542888,3815960,62433196,494466084,359866008972
2016-05-11,0,16749007366,356980879054,3573662,63413300,492921621,357473800675
2016-05-12,0,17345961549,355842773920,6676800,67758627,509681805,356352455725
2016-05-13,0,15426060216,353056277657,2174219,63582733,471630184,353527907841
2016-05-16,0,18182354643,354364864187,4322755,65093610,489698566,354854562753
2016-05-17,0,22711601443,354150316174,3138768,66638413,503229208,354653545382
2016-05-18,0,19231490206,351233703386,2204730,64937817,494286514,351727989900
2016-05-19,0,19850371030,351928402260,2981388,62476715,491752238,352420154498
2016-05-20,0,18325276817,350629841800,4013826,56348410,470902864,351100744664
2016-05-23,0,20147157795,350818153717,2042192,55791329,469562235,351287715952
2016-05-24,0,18156062793,350618600314,6341119,60561236,487107613,351105707927
2016-05-25,0,18851655109,350074632838,3478281,61352630,490752749,350565385587
2016-05-26,0,20500699275,350832810924,4391611,62528286,493807539,351326618463
2016-05-27,0,19030003443,349299130719,2385436,60292044,483349087,349782479806
2016-05-30,0,15577057141,349160109854,2739820,60687178,484934872,349645044726
2016-05-31,0,33768327109,354211648655,6689100,58072454,509478495,354721127150
2016-06-01,0,36146334318,356055896526,3566376,57523041,506434669,356562331195
2016-06-02,0,30074746358,359444443330,2822958,58291040,504988859,359949432189
2016-06-03,0,35256906502,359786638997,4188722,54232215,495438447,360282077444
2016-06-06,0,29025895767,362017995255,3016805,53070065,496748503,362514743758
2016-06-07,0,26561105893,363491724618,2713060,52944307,502098995,363993823613
2016-06-08,0,28010220960,362390051538,1786775,50018516,478125279,362868176817
2016-06-13,0,29312646485,360260103394,4352697,49904872,451795968,360711899362
2016-06-14,0,18074540005,358924588425,4373343,48604267,458363158,359382951583
2016-06-15,0,31860841330,363964020846,8173810,52418893,500054524,364464075370
2016-06-16,0,30131810807,363833867811,5180150,54202482,525515466,364359383277
2016-06-17,0,27524541672,362938571805,7468714,53528387,531712981,363470284786
2016-06-20,0,24116815777,364067180644,8182198,57999039,560938813,364628119457
2016-06-21,0,29948434015,363377791331,8704165,62818307,565100895,363942892226
2016-06-22,0,24835832388,365641661042,5378187,61165602,555470262,366197131304
2016-06-23,0,26676992421,365901475695,7279047,63992923,583434790,366484910485
2016-06-24,0,33089166508,365462347523,4884980,60332890,544787853,366007135376
2016-06-27,0,31558973770,370185919257,8711431,64877639,599853276,370785772533
2016-06-28,0,35067438589,372738652588,5509129,57844568,592793567,373331446155
2016-06-29,0,32665309004,374605749887,5027139,55109813,562070796,375167820683
2016-06-30,0,28730238118,375955954387,5563679,56924331,589202930,376545157317
2016-07-01,0,24905110070,375007147360,3408981,55925756,577685460,375584832820
2016-07-04,0,34589540568,379580085363,8320877,55822224,575445937,380155531300
2016-07-05,0,34031095749,381331228915,10521712,61038066,620641764,381951870679
2016-07-06,0,33003848167,383173651219,16617651,73446740,700700482,383874351701
2016-07-07,0,38899479249,386013007959,9268271,75556520,699305083,386712313042
2016-07-08,0,31983545849,385152341160,10706177,78717687,722690459,385875031619
2016-07-11,0,35532428068,385839187853,10175874,70861058,698548939,386537736792
2016-07-12,0,38637706509,387942883864,9752620,70221013,738645599,388681529463
2016-07-13,0,40480632873,390331099588,7159382,70113902,747479564,391078579152
2016-07-14,0,32891596076,391710863704,4408029,69367920,743170829,392454034533
2016-07-15,0,31837526539,390962853536,4923617,69399786,746076388,391708929924
2016-07-18,0,30303484357,393071094199,5448215,70508050,757903433,393828997632
2016-07-19,0,28168447762,395551259363,6871973,71402076,776645998,396327905361
2016-07-20,0,26038011069,395925424976,22148308,88770071,839379639,396764804615
2016-07-21,0,28350972629,395469828323,9644546,88146344,866076062,396335904385
2016-07-22,0,28272987656,394500460181,8423391,85670084,845072915,395345533096
2016-07-25,0,26317906353,395350135255,5497181,82289737,823381490,396173516745
2016-07-26,0,26036084643,396457443656,6695543,84588176,846984328,397304427984
2016-07-27,0,40077927365,390475263964,8723960,79795063,800155228,391275419192
2016-07-28,0,26617650851,388343977890,8920423,80946136,814460331,389158438221
2016-07-29,0,19281063734,385680751071,6239943,79665573,789482328,386470233399
2016-08-01,0,18719900548,383762696120,6838793,68625689,738545404,384501241524
2016-08-02,0,13450596083,382892321734,10363639,73856666,779187729,383671509463
2016-08-03,0,15764416395,382354486220,9002116,78735799,807837087,383162323307
2016-08-04,0,20207754087,383325989005,7024970,78815665,826427259,384152416264
2016-08-05,0,17873537427,381275123721,8215545,80376773,846993206,382122116927
2016-08-08,0,20650848395,383280692414,9000114,81266036,847209325,384127901739
2016-08-09,0,23373078872,385033514768,8716533,82892145,884707507,385918222275
2016-08-10,0,23291258482,386889913526,9181314,84601127,879904468,387769817994
2016-08-11,0,21532221324,387328864009,9634641,83553319,877692339,388206556348
2016-08-12,0,20137757361,385738773943,8004636,78985759,839059125,386577833068
2016-08-15,0,40429860358,390060855175,15610263,73186502,902896198,390963751373
2016-08-16,0,34729196338,392943224763,8460428,69694201,893125785,393836350548
2016-08-17,0,30707008629,394169383388,15711870,78000223,920725377,395090108765
2016-08-18,0,31619330529,395680122388,12283993,80693239,936431022,396616553410
2016-08-19,0,25434211760,395762967481,5631489,77532528,907626017,396670593498
2016-08-22,0,24431927634,396486712819,7917172,77698792,889332501,397376045320
2016-08-23,0,20799118089,396447065441,8507867,78566605,894482582,397341548023
2016-08-24,0,19969756603,397106022692,11189646,71123666,869404393,397975427085
2016-08-25,0,22633766687,396900530333,21264237,80013731,887214029,397787744362
2016-08-26,0,21635063284,395649660961,10626326,77339498,825323999,396474984960
