opDate,Unnamed: 0,rzmre,rzye,rqmcl,rqyl,rqye,rzrqye
2011-12-06,0,312236233,14607771745,9155649,16484258,252250937,14860022682
2011-12-07,0,322576351,14634557888,7107413,17519971,268670895,14903228783
2011-12-08,0,447917579,14720546052,8480176,17190408,261529284,14982075336
2011-12-09,0,367864761,14720753441,8735983,17210896,256877665,14977631106
2011-12-12,0,282461786,14729285967,7905048,17815382,252525649,14981811616
2011-12-13,0,392465983,14678977610,14158003,18951968,237418723,14916396333
2011-12-14,0,312824023,14635045474,8885003,18958520,234916932,14869962406
2011-12-15,0,420117605,14398566332,12926808,18810774,230623207,14629189539
2011-12-16,0,447390980,14434928167,11227448,18044442,243790459,14678718626
2011-12-19,0,425150177,14532109491,11639558,17879657,233177743,14765287234
2011-12-20,0,403706075,14588450315,11347070,19205216,255342006,14843792321
2011-12-21,0,297578516,14500723775,11552425,20900827,278681477,14779405252
2011-12-22,0,413011802,14517206844,15111191,18994202,267352485,14784559329
2011-12-23,0,396414493,14460648265,14472870,19336862,267079092,14727727357
2011-12-26,0,309985595,14458798084,8728347,19246496,264510661,14723308745
2011-12-27,0,442808018,14508634560,12712904,21322794,270223857,14778858417
2011-12-28,0,349881411,14504892326,17206724,24224774,264812912,14769705238
2011-12-29,0,359938296,14528578304,9262545,22533572,264142257,14792720561
2011-12-30,0,376998445,14384270396,8010217,22057884,277792141,14662062537
2012-01-04,0,450021192,14383321979,12610651,24912118,289131657,14672453636
2012-01-05,0,380923986,14234031728,17378739,28131392,276181136,14510212864
2012-01-06,0,356145055,14182755964,16944488,26329396,265081248,14447837212
2012-01-09,0,546733494,13966086772,15887101,23606771,281265839,14247352611
2012-01-10,0,876894266,13836347686,28081337,32518755,310603034,14146950720
2012-01-11,0,696579821,13849374237,14556425,28427742,288041550,14137415787
2012-01-12,0,580949882,13791890433,10005023,27264440,281191691,14073082124
2012-01-13,0,549596016,13657693471,18877674,27076326,252199479,13909892950
2012-01-16,0,398033894,13600797493,16402762,26285214,264220050,13865017543
2012-01-17,0,752414186,13554355726,22761856,26111964,280336404,13834692130
2012-01-18,0,859299989,13542889550,17861248,26792987,276691495,13819581045
2012-01-19,0,617464979,13267832886,15999894,25259216,268457782,13536290668
2012-01-20,0,601393345,12680614198,17258548,27721030,268326762,12948940960
2012-01-30,0,691077225,12896393162,16236689,30450108,291879028,13188272190
2012-01-31,0,446439752,12966983775,15961103,32027185,297721032,13264704807
2012-02-01,0,484607532,12956172646,15437981,32863219,303309275,13259481921
2012-02-02,0,542130368,13017273902,18375982,33027257,306181091,13323454993
2012-02-03,0,580763555,12880264115,12110701,33473792,314369755,13194633870
2012-02-06,0,678872753,13014081536,12391085,35648454,341148366,13355229902
2012-02-07,0,609679445,13166971324,14182035,32621187,300346284,13467317608
2012-02-08,0,796161463,13108546344,15243530,31505183,317145325,13425691669
2012-02-09,0,775121892,12979377269,18453814,33186209,320932809,13300310078
2012-02-10,0,852981373,13039707139,17139278,33725540,330352393,13370059532
2012-02-13,0,766846785,13179152741,16022269,32625398,332293714,13511446455
2012-02-14,0,590244970,13226235960,12594082,33458730,351615439,13577851399
2012-02-15,0,881886089,13256686475,14386776,35724285,355334235,13612020710
2012-02-16,0,788730093,13343043362,14119532,36125063,351686735,13694730097
2012-02-17,0,660640910,13339129868,10380781,35466072,340204641,13679334509
2012-02-20,0,855308634,13379546997,19228936,42819574,368800957,13748347954
2012-02-21,0,763637743,13364373416,16167895,40487580,361016700,13725390116
2012-02-22,0,1137356794,13277608718,27013105,49206091,417989978,13695598696
2012-02-23,0,1114188935,13230988397,24931709,52637329,427842274,13658830671
2012-02-24,0,1132102648,12957234523,25984038,56338032,448791099,13406025622
2012-02-27,0,1545271934,12991121092,26717485,63218152,484617900,13475738992
2012-02-28,0,1146202717,13191068389,14945985,56996047,432632063,13623700452
2012-02-29,0,1050253827,13338286569,16701420,54671841,416357128,13754643697
2012-03-01,0,916070037,13665131507,14717581,53363398,422937051,14088068558
2012-03-02,0,1085927052,13748171989,26711327,61469372,455684692,14203856681
2012-03-05,0,1186555858,13903628983,19094020,60259359,463072117,14366701100
2012-03-06,0,1076622205,14070539103,18563258,46396158,420217027,14490756130
2012-03-07,0,962283599,14062025201,30901803,58835375,461748993,14523774194
2012-03-08,0,914223805,14154113104,20852009,62777217,484348593,14638461697
2012-03-09,0,1070531030,14203873413,18560118,59009659,487367634,14691241047
2012-03-12,0,1210079072,14463758339,20707157,63764040,472929233,14936687572
2012-03-13,0,1120507973,14651863365,18309938,64155540,493443846,15145307211
2012-03-14,0,1968994046,14728003694,34245957,55365477,430896415,15158900109
2012-03-15,0,1096146687,14797565679,30106635,54483128,440755715,15238321394
2012-03-16,0,959727088,14743837111,25232881,56173589,468744305,15212581416
2012-03-19,0,1076218780,14957800958,19050851,53316996,462388296,15420189254
2012-03-20,0,999317362,15048940749,21705999,53625812,427729868,15476670617
2012-03-21,0,1109416811,15169146280,27012556,52347695,401976446,15571122726
2012-03-22,0,719693933,15226853537,23022559,55642772,421404179,15648257716
2012-03-23,0,741168767,15186178576,16890889,46492230,388380194,15574558770
2012-03-26,0,604376201,15237668408,33159705,50740638,423686586,15661354994
2012-03-27,0,629724377,15212031913,35935814,56134963,410400970,15622432883
2012-03-28,0,865473065,15259609534,25659203,41439133,348091529,15607701063
2012-03-29,0,714200041,15239555959,42908439,42418785,371139801,15610695760
2012-03-30,0,456800389,15038617123,21646172,40553064,358044401,15396661524
2012-04-05,0,760274875,15149580217,64618412,64403203,457861771,15607441988
2012-04-06,0,630154359,15184604492,44560162,81095614,510863257,15695467749
2012-04-09,0,539234655,15136573268,28698489,86336791,515716393,15652289661
2012-04-10,0,652250204,15080301398,40792391,72899029,500926394,15581227792
2012-04-11,0,650406620,15139072889,37410013,75870360,518449411,15657522300
2012-04-12,0,901099561,15053149234,40562042,85595663,552466404,15605615638
2012-04-13,0,1039398494,15048735540,29734908,84954262,543602594,15592338134
2012-04-16,0,814422029,15182829560,21944383,84056713,545313439,15728142999
2012-04-17,0,749810193,15325896277,23132479,78843046,506052294,15831948571
2012-04-18,0,947806970,15323573621,35964004,76634929,532861100,15856434721
2012-04-19,0,879163476,15364446638,25096745,71824761,513725505,15878172143
2012-04-20,0,1005119495,15363184521,20764860,69372018,518040438,15881224959
2012-04-23,0,1086160919,15526699464,22259386,69435031,517528893,16044228357
2012-04-24,0,1114232969,15669279002,37708800,68090950,489058544,16158337546
2012-04-25,0,957849686,15643305399,28438254,76100311,524696322,16168001721
2012-04-26,0,929371123,15506229959,22717368,73561201,508918157,16015148116
2012-04-27,0,775651463,15399406399,33515885,79294556,478913165,15878319564
2012-05-02,0,1402985928,15288552485,26904901,83241533,529841367,15818393852
2012-05-03,0,1076751709,15374172906,18894701,83471399,537652714,15911825620
2012-05-04,0,1002804737,15373030363,22354567,84646373,543054680,15916085043
2012-05-07,0,1163181052,15529439264,24427406,83513497,551847990,16081287254
2012-05-08,0,985505967,15717186052,28990059,79204099,530074209,16247260261
2012-05-09,0,1041473258,15937351440,20170348,72443475,472608061,16409959501
2012-05-10,0,799347850,16009309050,22899245,71429277,476958701,16486267751
2012-05-11,0,836642614,16079168957,34691077,84726574,476558881,16555727838
2012-05-14,0,918285762,16218025756,48113417,98819367,487830085,16705855841
2012-05-15,0,804965691,16237897432,32579740,86260008,477394935,16715292367
2012-05-16,0,729650379,16344963669,20657195,76710347,446671673,16791635342
2012-05-17,0,882470314,16478828847,36785033,92225317,495766574,16974595421
2012-05-18,0,733343954,16416161062,36206029,82536741,472442259,16888603321
2012-05-21,0,798198062,16543774115,28790454,83227505,473711959,17017486074
2012-05-22,0,840914620,16604680902,55065665,102957628,539854252,17144535154
2012-05-23,0,991766083,16732560773,45162947,106390034,573953342,17306514115
2012-05-24,0,1088510124,16978998931,21448464,96515749,541046583,17520045514
2012-05-25,0,773176561,16991575857,33465626,79058457,486319319,17477895176
2012-05-28,0,980019798,16970650181,57672897,89554975,525686211,17496336392
2012-05-29,0,1393834944,16930025456,40252769,85706645,523838448,17453863904
2012-05-30,0,1114405821,17050560321,26068602,88620966,537521835,17588082156
2012-05-31,0,1243432182,17406889226,30957845,74594856,512567829,17919457055
2012-06-01,0,939752536,17395754909,22405341,71907988,490183948,17885938857
2012-06-04,0,1017445731,17495669705,32697160,57181603,454788175,17950457880
2012-06-05,0,779411517,17663975032,35565526,57553536,454746952,18118721984
2012-06-06,0,640129645,17729895124,26058072,60821183,475245122,18205140246
2012-06-07,0,589901652,17651646926,31769164,60785450,471321901,18122968827
2012-06-08,0,684986261,17604057348,28491487,55706463,478136005,18082193353
2012-06-11,0,746684877,17729968883,40628371,69766208,504403779,18234372662
2012-06-12,0,654168340,17740283946,53988184,73404636,508996745,18249280691
2012-06-13,0,874558244,17822191025,36639546,74597230,504887170,18327078195
2012-06-14,0,695389707,17781342352,42550671,81870623,508112776,18289455128
2012-06-15,0,861000960,17865357786,40712711,61723116,460086011,18325443797
2012-06-18,0,828693646,18068119897,27418535,70725184,492499933,18560619830
2012-06-19,0,727314390,18133498376,17662059,63866256,478976605,18612474981
2012-06-20,0,615584189,18168924195,14960710,64251428,472477569,18641401764
2012-06-21,0,749927084,18246649449,31481982,59688650,431919723,18678569172
2012-06-25,0,766445429,18370990168,24838685,50143506,415835298,18786825466
2012-06-26,0,653381537,18441315073,26355130,46926641,437160848,18878475921
2012-06-27,0,599932312,18499659555,55680726,68797424,475484291,18975143846
2012-06-28,0,603026464,18498084910,24326510,55156728,468773306,18966858216
2012-06-29,0,667861641,18485683824,38897909,49396803,447056114,18932739938
2012-07-02,0,904831015,18651902666,25044017,52930238,490184713,19142087379
2012-07-03,0,854947537,18777738229,50715558,64739839,522113719,19299851948
2012-07-04,0,758112504,18800585826,28256302,62086261,514959487,19315545313
2012-07-05,0,767490341,18808020262,34723585,65142938,503423416,19311443678
2012-07-06,0,1129370228,18839059484,54761852,75087656,527770580,19366830064
2012-07-09,0,1061748347,18860924852,31850868,67622847,556949700,19417874552
2012-07-10,0,770826885,18964125689,47765484,65457291,556999263,19521124952
2012-07-11,0,814644216,19019530763,59898064,72255219,574627689,19594158452
2012-07-12,0,1296116056,19081662715,81521268,100157222,594795236,19676457951
2012-07-13,0,979333106,19139246471,36767975,102904058,620295576,19759542047
2012-07-16,0,1054013558,19219929226,33090664,87202128,588593689,19808522915
2012-07-17,0,856149329,19317075167,48120900,72462844,584460638,19901535805
2012-07-18,0,1006873437,19483586632,54828184,66686151,550400326,20033986958
2012-07-19,0,1022316924,19261723330,53028976,66516272,547593512,19809316842
2012-07-20,0,806313576,19328455802,39112282,57200755,507092245,19835548047
2012-07-23,0,730098373,19428958361,32192541,63013255,512600290,19941558651
2012-07-24,0,722057739,19465925042,48509766,75003360,539747670,20005672712
2012-07-25,0,582311609,19412188975,32642064,65444304,538865448,19951054423
2012-07-26,0,744206301,19520965876,55097398,69741032,532005708,20052971584
2012-07-27,0,639589267,19385183944,30867279,68412549,521730619,19906914563
2012-07-30,0,625475887,19377838914,28213999,64779847,538223898,19916062812
2012-07-31,0,595086664,19375025396,28202020,61764208,548138318,19923163714
2012-08-01,0,671441910,19414905899,42148176,66853222,593537938,20008443837
2012-08-02,0,691992395,19508350604,53434341,80586372,568102687,20076453291
2012-08-03,0,686139108,19531960793,47644062,62815166,542213010,20074173803
2012-08-06,0,904311791,19552738943,57152483,78488121,571707394,20124446337
2012-08-07,0,877159985,19618251923,44372786,87827443,578323349,20196575272
2012-08-08,0,928868673,19648601569,29550588,89916646,603717012,20252318581
2012-08-09,0,1064909425,19793276273,32810226,86983327,598932519,20392208792
2012-08-10,0,851788796,19794186183,23044757,78847096,597349107,20391535290
2012-08-13,0,959985415,19867834001,33524831,67529715,544908662,20412742663
2012-08-14,0,881241868,19820100658,43745219,65989497,556693320,20376793978
2012-08-15,0,701696890,19732292994,43602008,71692085,582067457,20314360451
2012-08-16,0,640360537,19661716161,22705319,73597802,593205559,20254921720
2012-08-17,0,761965836,19847331802,34700685,61779611,530649313,20377981115
2012-08-20,0,727998258,19975146882,47551035,86304510,579696864,20554843746
2012-08-21,0,915246493,20174940056,60592986,101311315,607962842,20782902898
2012-08-22,0,806187119,20248197831,26943961,81354930,589506088,20837703919
2012-08-23,0,821310119,20342249262,36083333,87909712,570069870,20912319132
2012-08-24,0,761225747,20308505378,27446990,77215840,555836803,20864342181
2012-08-27,0,792523957,20304927585,39610544,72909241,538006337,20842933922
2012-08-28,0,833294884,20414320955,45553052,85103154,574373778,20988694733
2012-08-29,0,699698704,20527362217,44209035,93368347,572462237,21099824454
2012-08-30,0,898088283,20479253471,49350114,84016443,547399412,21026652883
2012-08-31,0,570852171,20537372002,48939346,85693229,538632377,21076004379
2012-09-03,0,887170850,20678417113,52668956,90168251,597591095,21276008208
2012-09-04,0,858696942,20737011764,53727432,98308475,634367765,21371379529
2012-09-05,0,757881949,20849718397,62637340,100297395,655611306,21505329703
2012-09-06,0,670863579,20897226344,34078061,91726787,620564983,21517791327
2012-09-07,0,1915182624,20768519539,107886076,117744261,596076343,21364595882
2012-09-10,0,1813424488,21047503076,50710135,104536190,631584312,21679087388
2012-09-11,0,1290066745,21346906524,54407325,96990049,626830450,21973736974
2012-09-12,0,1427128466,21486855274,46545099,93146089,636596944,22123452218
2012-09-13,0,1056958660,21557664712,32046431,88521052,600555108,22158219820
2012-09-14,0,1462911177,21635208212,43720920,74684258,588646364,22223854576
2012-09-17,0,1285143630,21820484135,40519555,68978138,536507312,22356991447
2012-09-18,0,932011698,21953858217,41593312,67757902,524050920,22477909137
2012-09-19,0,881341854,22037886262,40913231,71253680,554451244,22592337506
2012-09-20,0,1049965820,22148809027,36981412,74364389,522996057,22671805084
2012-09-21,0,883591835,22119917830,31631209,70509885,519581491,22639499321
2012-09-24,0,816901802,22050118240,77620066,95853792,611557842,22661676082
2012-09-25,0,605450289,21948429000,48205931,96423260,613432006,22561861006
2012-09-26,0,681703749,21910822381,47835399,94575878,577955902,22488778283
2012-09-27,0,1057414080,21534960136,69395656,87195187,599088583,22134048719
2012-09-28,0,1104642128,20945688773,84434369,84468842,588615426,21534304199
2012-10-08,0,1148864805,21390248716,41984110,86892843,594926100,21985174816
2012-10-09,0,1422204713,21551885430,58977039,96969799,667084426,22218969856
2012-10-10,0,1336548281,21923273900,59164656,111011331,689840212,22613114112
2012-10-11,0,1107125774,22062377987,48430333,97629602,625049265,22687427252
2012-10-12,0,1052588089,22223730923,66667066,95676487,619548790,22843279713
2012-10-15,0,1067755485,22287664855,47216757,93279265,630908480,22918573335
2012-10-16,0,1036478530,22296591587,82682328,105598284,662649932,22959241519
2012-10-17,0,1026699443,22514991820,57050757,102030323,654557120,23169548940
2012-10-18,0,1402507939,22615875471,114971312,140162597,715234722,23331110193
2012-10-19,0,1176953800,22558806877,39939499,119677920,699495133,23258302010
2012-10-22,0,1306464825,22975080980,45220245,120749020,702655979,23677736959
2012-10-23,0,1234804495,23235639268,44022990,107833164,662092125,23897731393
2012-10-24,0,1005450855,23301079500,54279286,105600020,658107521,23959187021
2012-10-25,0,1094065346,23421158735,45828154,92695338,628917182,24050075917
2012-10-26,0,1069453460,23645265399,38080374,77211412,538205474,24183470873
2012-10-29,0,692432546,23758680013,49021663,84673221,584295773,24342975786
2012-10-30,0,740251002,23798003449,81198269,102196921,637787761,24435791210
2012-10-31,0,766271102,23712799461,58773527,100523077,661307725,24374107186
2012-11-01,0,1187376395,23647058222,70120527,112390932,698524578,24345582800
2012-11-02,0,960514983,23638498881,43604673,111389599,707875874,24346374755
2012-11-05,0,922442095,23761846706,39282359,110817451,708059822,24469906528
2012-11-06,0,985912763,23809814437,63164334,107402689,703981381,24513795818
2012-11-07,0,871470888,23812148229,45441873,100088315,690961395,24503109624
2012-11-08,0,913270615,23774609134,55406138,97440006,698805817,24473414951
2012-11-09,0,603880576,23682805612,42385920,98698637,677219910,24360025522
2012-11-12,0,732885128,23711765120,66126255,121385241,767887034,24479652154
2012-11-13,0,761419361,23766217264,48009472,112981904,721160217,24487377481
2012-11-14,0,646583024,23762084949,57415343,122426386,756273541,24518358490
2012-11-15,0,633840324,23744396923,57517534,114367698,747779751,24492176674
2012-11-16,0,672976889,23775538017,66122217,108061326,711221917,24486759934
2012-11-19,0,755393562,23779121670,62560711,106736215,720600083,24499721753
2012-11-20,0,631160126,23755732992,87806063,116611389,752506120,24508239112
2012-11-21,0,839151320,23798617416,122060926,146589664,793806913,24592424329
2012-11-22,0,643264264,23806831719,55747624,113359780,786324621,24593156340
2012-11-23,0,631886476,23686493084,69372915,127666144,810893675,24497386759
2012-11-26,0,623748004,23786820975,74783447,124457669,794405759,24581226734
2012-11-27,0,725364923,23755817636,78081321,137202624,814696286,24570513922
2012-11-28,0,605743148,23687138294,57316707,126142475,777985876,24465124170
2012-11-29,0,596336736,23527944733,65788995,129874690,827664148,24355608881
2012-11-30,0,677039406,23364648935,90716675,133156613,858009744,24222658679
2012-12-03,0,852241190,23344058168,78935185,141630137,899949820,24244007988
2012-12-04,0,893339086,23378616244,85879989,168776206,928998540,24307614784
2012-12-05,0,1771086445,23455830357,154604000,182549373,886064634,24341894991
2012-12-06,0,1118526795,23567889782,47413657,175325378,901856526,24469746308
2012-12-07,0,1672478796,23568827688,109024689,178168742,897465358,24466293046
2012-12-10,0,1719875060,23600101274,108433277,217624766,965267942,24565369216
2012-12-11,0,1321837389,23752476711,60995797,204746274,959229916,24711706627
2012-12-12,0,1232121790,23931296294,50174214,182960040,952299531,24883595825
2012-12-13,0,1008590606,24005944092,52384669,168176157,957165797,24963109889
2012-12-14,0,2430566420,24050108360,108442785,156279118,953456644,25003565004
2012-12-17,0,2638935158,24369834749,73475701,162868015,953710531,25323545280
2012-12-18,0,2332120095,24675833764,104963387,174265257,944880358,25620714122
2012-12-19,0,1922452822,24999440910,88480573,192086018,972071959,25971512869
2012-12-20,0,1953597682,25323278100,86284992,180836694,986136074,26309414174
2012-12-21,0,2253066530,25745826781,97735317,183481814,964192329,26710019110
2012-12-24,0,1660218562,25999681453,53303401,186697040,992020483,26991701936
2012-12-25,0,3132675272,26580498165,112604632,196252249,1054376838,27634875003
2012-12-26,0,2288364829,26692499416,88477244,185106665,1027689239,27720188655
2012-12-27,0,2397566150,26879832919,85150098,194981490,1013101318,27892934237
2012-12-28,0,2130970730,26836032972,73728568,167862949,1002579777,27838612749
2012-12-31,0,2541533906,26680230260,98232155,209216753,1069609188,27749839448
2013-01-04,0,2943807115,27099297589,81929626,176080921,1086930604,28186228193
2013-01-07,0,2539903097,27745550185,82624203,194091931,1133396965,28878947150
2013-01-08,0,2414766034,28085898570,82432952,202208321,1117171530,29203070100
2013-01-09,0,2491734472,28344299492,70390680,204006121,1131946319,29476245811
2013-01-10,0,2305081301,28466469117,92938075,219970845,1179973516,29646442633
2013-01-11,0,2392543109,28606461243,62623811,193178285,1112017043,29718478286
2013-01-14,0,3670661355,29299692277,100616852,197651915,1226921808,30526614085
2013-01-15,0,4011581877,30059370327,100967998,211087114,1262191407,31321561734
2013-01-16,0,3278057328,30325333599,96709596,202746396,1253036383,31578369982
2013-01-17,0,2328340294,30589799128,90674360,211584929,1241442926,31831242054
2013-01-18,0,2737844468,30701451603,61332943,193809914,1251730786,31953182389
2013-01-21,0,3190219706,31367605153,134021230,230807976,1333955523,32701560676
2013-01-22,0,3616168195,32044790006,95253090,223068062,1247468742,33292258748
2013-01-23,0,2752428558,32564692477,88021312,237586070,1260387722,33825080199
2013-01-24,0,3381990249,32264032321,110808397,206248915,1254386793,33518419114
2013-01-25,0,2229024585,32520436994,69824601,187306410,1204497976,33724934970
2013-01-28,0,3047430486,32787628108,103925078,207854040,1324656531,34112284639
2013-01-29,0,3727235721,33405273288,108195323,230601851,1329123189,34734396477
2013-01-30,0,3362900478,33987774946,101373993,255145151,1362849865,35350624811
2013-01-31,0,4023149868,33861147901,66491042,209062113,1288590084,35149737985
2013-02-01,0,4266299855,34458704717,89767143,197814213,1286954493,35745659210
2013-02-04,0,5300437812,35486998759,106742450,208440762,1255358422,36742357181
2013-02-05,0,3870869781,35669978400,103365455,201614567,1265159582,36935137982
2013-02-06,0,3552711601,36277506099,39068101,190305520,1228519858,37506025957
2013-02-07,0,3524528817,36724236242,73017914,181597962,1196359611,37920595853
2013-02-08,0,3084625395,35842615852,53561966,164641490,1141996954,36984612806
2013-02-18,0,4206927038,37430265697,70839985,172409447,1170011623,38600277320
2013-02-19,0,3911243818,38731960415,50505460,152197890,1077162783,39809123198
2013-02-20,0,3056715070,39212614730,89677260,188728839,1178070212,40390684942
2013-02-21,0,4025187165,40015702530,112663108,170147020,1017267468,41032969998
2013-02-22,0,2530965269,39921271556,63680707,149870198,991039904,40912311460
2013-02-25,0,2491024691,40472993663,63194764,145947831,1026211625,41499205288
2013-02-26,0,3333185567,41031313073,109212145,181635899,1064429763,42095742836
2013-02-27,0,2433128156,41055486069,84720148,161798816,1069210219,42124696288
2013-02-28,0,3683524231,41409004646,116114118,183763986,1170378054,42579382700
2013-03-01,0,3615978323,41983773537,66467042,159765636,1152745723,43136519260
2013-03-04,0,4616944158,42999617145,90723737,157353967,1032729896,44032347041
2013-03-05,0,4008296537,43740354540,108642568,178252061,1137745809,44878100349
2013-03-06,0,4209248385,44294479993,112925125,194038684,1162181262,45456661255
2013-03-07,0,4227020629,43896109113,125281491,202454429,1135701114,45031810227
2013-03-08,0,3030467403,43987071657,85439434,199459539,1109558048,45096629705
2013-03-11,0,2592272117,44483743056,83035920,192778594,1142918313,45626661369
2013-03-12,0,3126156756,43987235440,101063190,184184846,1085815000,45073050440
2013-03-13,0,2643278687,44502600148,90227799,171576521,1040361961,45542962109
2013-03-14,0,2119089954,44599858873,88241624,181656303,1141767187,45741626060
2013-03-15,0,3179538703,44476405909,130993802,186952116,1131751497,45608157406
2013-03-18,0,2805984335,45017252252,96557228,200118841,1159800374,46177052626
2013-03-19,0,2672239472,45330117598,103361704,194247703,1176210190,46506327788
2013-03-20,0,3982072138,45946162746,113706707,201910534,1239029917,47185192663
2013-03-21,0,3833716918,46555406536,99726724,226750610,1285206270,47840612806
2013-03-22,0,3127675127,47066351328,73952471,219872493,1298942930,48365294258
2013-03-25,0,3102468308,47504286239,95808028,210690549,1288227642,48792513881
2013-03-26,0,3274850839,47943233550,119324480,216178698,1254913338,49198146888
2013-03-27,0,2761019727,48285784980,127406218,208773612,1294005597,49579790577
2013-03-28,0,3178851019,48249521154,69210910,164896276,1145977979,49395499133
2013-03-29,0,2317516935,47940593815,71672506,166027781,1141288542,49081882357
2013-04-01,0,2549563576,48455799112,113083440,181817270,1219155029,49674954141
2013-04-02,0,2893724704,48587759994,144551933,189924916,1205314969,49793074963
2013-04-03,0,2081935539,48448102938,78160614,159658220,1144491567,49592594505
2013-04-08,0,2678869677,49049372615,112672471,170353706,1162830656,50212203271
2013-04-09,0,2747792566,49500549353,161171807,209647154,1222677382,50723226735
2013-04-10,0,2796629589,49691281626,82314776,206258224,1224987619,50916269245
2013-04-11,0,2363993729,50093384318,109306539,215656939,1264233569,51357617887
2013-04-12,0,2194364099,50086057987,77579679,184486267,1213018092,51299076079
2013-04-15,0,2250355517,50267391275,104295552,213005216,1246041959,51513433234
2013-04-16,0,2567004572,50403688364,136696600,247931121,1299879514,51703567878
2013-04-17,0,2556890088,50811009240,99337968,268360499,1371833961,52182843201
2013-04-18,0,2826629357,51169226678,86506085,242615497,1359688788,52528915466
2013-04-19,0,4275496148,51605303306,141592440,229058580,1344339967,52949643273
2013-04-22,0,4339863701,52666787012,85805613,235937883,1375571251,54042358263
2013-04-23,0,3896137052,53097767654,75862856,199844215,1262109265,54359876919
2013-04-24,0,4256215709,53643293901,185370116,222435271,1341190340,54984484241
2013-04-25,0,4431495448,53893980104,166100881,229387216,1283340944,55177321048
2013-04-26,0,3070428514,53130446388,82362509,175301579,1146717598,54277163986
2013-05-02,0,2851416789,53389265264,110999550,205410351,1281790854,54671056118
2013-05-03,0,3678892938,53412882231,152191322,250916074,1332630353,54745512584
2013-05-06,0,4721668474,54669924142,135733302,269438394,1433575746,56103499888
2013-05-07,0,4249555293,55314950990,131170609,281379583,1442836460,56757787450
2013-05-08,0,4210050672,55675878774,117028157,284430189,1515731712,57191610486
2013-05-09,0,4981430668,56532740985,107809008,280742416,1491061069,58023802054
2013-05-10,0,4100969857,56933999592,82484676,240965976,1431503799,58365503391
2013-05-13,0,4094792276,57914030265,137540708,285589726,1431454536,59345484801
2013-05-14,0,4278949948,58875417244,137862141,267285811,1299029404,60174446648
2013-05-15,0,4368942236,59826534526,161686497,286138810,1361790467,61188324993
2013-05-16,0,6054154823,60453928626,268406807,349116127,1463779593,61917708219
2013-05-17,0,5726475059,60796704759,114333789,280983085,1448435134,62245139893
2013-05-20,0,7493277717,62141046767,155431832,303640697,1516687425,63657734192
2013-05-21,0,7411299262,63971390449,102231897,276007834,1509584017,65480974466
2013-05-22,0,6995778696,65200461623,101939598,286321683,1508123158,66708584781
2013-05-23,0,6643936304,66224406982,129090416,279433023,1439953219,67664360201
2013-05-24,0,5510801569,67054886924,103026544,263193803,1401752165,68456639089
2013-05-27,0,6207705498,68437854961,97330395,297965077,1418339798,69856194759
2013-05-28,0,6818119587,69049309636,105370872,279126364,1460372988,70509682624
2013-05-29,0,7161614249,70370409467,94109185,281781328,1467904045,71838313512
2013-05-30,0,6353240686,71556019104,90993668,290423172,1478556615,73034575719
2013-05-31,0,6130445442,72376838981,73142217,246863020,1323916628,73700755609
2013-06-03,0,5555096756,73244396149,79802674,253763909,1312002808,74556398957
2013-06-04,0,5501673090,73889441598,92530668,217013883,1170622000,75060063598
2013-06-05,0,4354012438,74488904230,94037272,230937592,1252619214,75741523444
2013-06-06,0,5080247477,75219166610,83574889,212696267,1197170599,76416337209
2013-06-07,0,4733146584,74727235244,128420480,160805950,1014465820,75741701064
2013-06-13,0,4489090641,75224717534,85082118,145646322,946405676,76171123210
2013-06-14,0,4220547530,75266932669,104802736,173927736,1051707502,76318640171
2013-06-17,0,4755073115,76097436847,98356525,178606888,1124668898,77222105745
2013-06-18,0,3772367069,76422188017,114754829,203170595,1173103139,77595291156
2013-06-19,0,4449728824,77013695404,154088336,226298209,1177369586,78191064990
2013-06-20,0,4246842313,77397729945,114674713,188173545,1106620919,78504350864
2013-06-21,0,3600230737,76954514402,138139645,168021302,1067064779,78021579181
2013-06-24,0,4587140948,76135845373,191861532,160279569,881044353,77016889726
2013-06-25,0,4658048451,74054366166,228772880,125037038,770517304,74824883470
2013-06-26,0,4135139740,74072705966,228158031,194300208,999007083,75071713049
2013-06-27,0,4288572195,73512525211,216722484,226967126,1084569781,74597094992
2013-06-28,0,3566309551,72875058243,229719454,233826373,1149491940,74024550183
2013-07-01,0,3656439253,72751919898,146595794,251401656,1246559798,73998479696
2013-07-02,0,4452601886,72799056177,155386960,284238671,1349939381,74148995558
2013-07-03,0,4784675386,73267992520,171234534,326502250,1397118496,74665111016
2013-07-04,0,5251189063,73382092140,254813112,386114488,1459779623,74841871763
2013-07-05,0,4596839742,73301652889,170792217,384464435,1483659959,74785312848
2013-07-08,0,3866438798,73224164454,178635557,402088138,1440569849,74664734303
2013-07-09,0,2833684865,73135199281,139173647,377314694,1436169914,74571369195
2013-07-10,0,4563044030,73593183390,162391309,393010167,1515685702,75108869092
2013-07-11,0,7349036134,73662053179,204696342,348988453,1464737737,75126790916
2013-07-12,0,6409287578,74011506249,158199322,317001508,1364774566,75376280815
2013-07-15,0,6196478897,74813727905,169492427,323686585,1432047183,76245775088
2013-07-16,0,6123310643,75877436771,154862525,341665036,1467780341,77345217112
2013-07-17,0,5684212876,76315496262,163707120,329077698,1425375420,77740871682
2013-07-18,0,4946523212,77106853255,125389578,317983958,1355527911,78462381166
