,rzmre,rzye,rqmcl,rqyl,rqye,rzrqye,opDate
0,433593845,6835556964,1187014,2976344,59942044,6895499008,2011-03-21
0,488609547,7004303978,663009,2847300,58567710,7062871688,2011-03-22
0,521822799,7061033698,1020154,3100385,62393545,7123427243,2011-03-23
0,450338328,7155158036,651080,3123657,62981910,7218139946,2011-03-24
0,524082063,7154194171,994620,3270374,66344893,7220539064,2011-03-25
0,690558081,7202002895,1462500,3883974,78865549,7280868444,2011-03-28
0,672239486,7241620274,1492811,3499839,68500903,7310121177,2011-03-29
0,567233451,7346190601,1220935,3048883,61047955,7407238556,2011-03-30
0,464982111,7392734666,1264039,3281214,62573333,7455307999,2011-03-31
0,403850864,7438833665,974641,2462979,50316592,7489150257,2011-04-01
0,599364509,7465149400,1948112,3475825,67551698,7532701098,2011-04-06
0,751266787,7648005577,1493490,4181063,81493874,7729499451,2011-04-07
0,593836034,7629891804,691190,3698999,73650756,7703542560,2011-04-08
0,924876433,7828915501,2677932,3680072,62901550,7891817051,2011-04-11
0,690878628,7962021929,2220132,3707469,60480588,8022502517,2011-04-12
0,619696573,8059920454,2161848,4385314,73617228,8133537682,2011-04-13
0,587397540,8130525283,1659511,4868983,77142521,8207667804,2011-04-14
0,632218877,8271149202,2640909,4741940,69163965,8340313167,2011-04-15
0,696521959,8368379870,2466116,4820295,75420306,8443800176,2011-04-18
0,548798822,8328622379,2457487,5101408,75858405,8404480784,2011-04-19
0,575333243,8409289874,1906312,4486147,68989551,8478279425,2011-04-20
0,428139153,8413276304,1796498,4359979,66897347,8480173651,2011-04-21
0,495245356,8433564622,1236007,4002098,60937017,8494501639,2011-04-22
0,561009134,8454549107,1004760,3601477,61543670,8516092777,2011-04-25
0,402452022,8467286433,1131825,3055021,55778842,8523065275,2011-04-26
0,387327616,8453532826,3434810,4594800,78274901,8531807727,2011-04-27
0,476414949,8479605835,2782658,4770224,83201128,8562806963,2011-04-28
0,344581162,8471313494,1855421,4406496,76005914,8547319408,2011-04-29
0,362054676,8447192952,2281534,4919904,81299808,8528492760,2011-05-03
0,421354940,8490462139,2855075,4625013,80459587,8570921726,2011-05-04
0,427234895,8521220807,3435117,5691478,88876972,8610097779,2011-05-05
0,427755835,8530600268,1794310,4536984,81951323,8612551591,2011-05-06
0,323384346,8543860322,2313619,5054401,89247463,8633107785,2011-05-09
0,280411870,8575015677,2250735,4867628,85006937,8660022614,2011-05-10
0,303401230,8574790739,2334705,5486408,95075015,8669865754,2011-05-11
0,339250993,8519358299,2018175,4840037,91294277,8610652576,2011-05-12
0,354025990,8629252915,1802605,4827585,95381978,8724634893,2011-05-13
0,305791589,8701447089,1507598,4872087,92524085,8793971174,2011-05-16
0,450590137,8797164800,2318766,5400072,102342788,8899507588,2011-05-17
0,324735823,8874571321,1497632,5122060,93849614,8968420935,2011-05-18
0,364389752,8949346593,1147943,4840338,91003056,9040349649,2011-05-19
0,295789122,9000190754,2196460,5110390,94838515,9095029269,2011-05-20
0,326234379,8947701185,2037252,4896884,92726334,9040427519,2011-05-23
0,275859568,8988316136,2616565,4938902,89636813,9077952949,2011-05-24
0,276624605,9053323974,1757384,4975397,87880754,9141204728,2011-05-25
0,274469641,9079150796,2139970,4606402,79415261,9158566057,2011-05-26
0,276052255,9060876964,3010867,4672273,83169609,9144046573,2011-05-27
0,238758908,9062148563,1978570,5311841,95335415,9157483978,2011-05-30
0,366249539,9145273821,3710003,5406028,96935563,9242209384,2011-05-31
0,347136422,9186490373,2789468,6104068,104579645,9291070018,2011-06-01
0,429848449,9223848503,2658610,5476273,94753419,9318601922,2011-06-02
0,335082966,9251921673,982737,4898598,90657757,9342579430,2011-06-03
0,271115133,9236171416,2385739,5984537,102758914,9338930330,2011-06-07
0,291752599,9264204948,2130593,5902115,103334199,9367539147,2011-06-08
0,288520669,9292913938,2131547,5932494,101692388,9394606326,2011-06-09
0,369065296,9378764064,2326175,5768670,99474985,9478239049,2011-06-10
0,267614178,9418540791,2267886,5558851,98295934,9516836725,2011-06-13
0,359154844,9378814750,3912324,6113559,106268864,9485083614,2011-06-14
0,457743375,9448018076,2514808,5992601,104299104,9552317180,2011-06-15
0,318542166,9500175541,2348796,5805017,101418589,9601594130,2011-06-16
0,316073891,9508764330,3155895,6466691,112799504,9621563834,2011-06-17
0,387072844,9581600485,2951401,6065616,100738062,9682338547,2011-06-20
0,338159732,9642863703,3218459,6532099,108268827,9751132530,2011-06-21
0,318281186,9648426689,3683899,7227504,117319344,9765746033,2011-06-22
0,443606958,9604643499,2889177,7710298,134809502,9739453001,2011-06-23
0,712274115,9550881596,3681600,8288871,139379918,9690261514,2011-06-24
0,710130808,9681813727,1574402,6825314,125200516,9807014243,2011-06-27
0,602890280,9885880523,2058765,7036873,128396663,10014277186,2011-06-28
0,488677100,9918757231,2457125,7186111,121945620,10040702851,2011-06-29
0,698880606,10008627553,3050501,7569272,134807843,10143435396,2011-06-30
0,814505283,10229910549,4261644,9290744,150496222,10380406771,2011-07-01
0,889706667,10320251059,2563225,9943894,161390215,10481641274,2011-07-04
0,680958022,10503259209,2415244,9647758,155665625,10658924834,2011-07-05
0,871481593,10957137055,2018690,9762090,162699074,11119836129,2011-07-06
0,771672181,11023782815,2110393,9459475,158077627,11181860442,2011-07-07
0,570749568,11034924076,2253205,9773068,165649453,11200573529,2011-07-08
0,538871856,11147082779,2617622,10197896,177397049,11324479828,2011-07-11
0,774510011,11257709888,3270521,8179953,147467902,11405177790,2011-07-12
0,624865462,11403111427,3804598,8765883,159804813,11562916240,2011-07-13
0,725065985,11482859692,2388569,8378219,151179153,11634038845,2011-07-14
0,898543999,11715012145,3863296,8477096,151781964,11866794109,2011-07-15
0,645687753,11847069866,2177084,8210233,160582247,12007652113,2011-07-18
0,633576158,11887352518,2922018,8829181,168507839,12055860357,2011-07-19
0,608793635,11969645857,1344179,8906287,173107385,12142753242,2011-07-20
0,521174200,11918498591,1693529,8060776,169346593,12087845184,2011-07-21
0,479994271,12000906035,1499956,7960196,171609705,12172515740,2011-07-22
0,721456927,12082007843,2124276,7594630,154747661,12236755504,2011-07-25
0,505412900,12198842714,2221696,7641989,153116998,12351959712,2011-07-26
0,526362797,12278036801,2050673,7862996,165178514,12443215315,2011-07-27
0,513636207,12315292855,2547483,7646839,163091692,12478384547,2011-07-28
0,533082220,12346335405,2186269,7483484,151287801,12497623206,2011-07-29
0,486533796,12511992735,1591395,7319415,151045546,12663038281,2011-08-01
0,492176705,12565646294,3946340,8428264,157101288,12722747582,2011-08-02
0,498803840,12667762532,3100124,8269913,161021390,12828783922,2011-08-03
0,314843449,12542989893,2145739,8531178,165733944,12708723837,2011-08-04
0,532262164,12584973661,1955871,7996993,156643024,12741616685,2011-08-05
0,548864625,12506083382,3948161,7919028,152745862,12658829244,2011-08-08
0,640792513,12554353509,4894506,7718177,136723788,12691077297,2011-08-09
0,642473416,12609118948,5188302,8879067,160459798,12769578746,2011-08-10
0,598716149,12646698642,4364855,8813056,157597584,12804296226,2011-08-11
0,522187381,12663181393,2915183,7861570,150533921,12813715314,2011-08-12
0,582106273,12706286309,3722031,8258537,150961675,12857247984,2011-08-15
0,526562981,12800235731,2869557,8998812,165074366,12965310097,2011-08-16
0,372731554,12867051367,2559281,9068428,169203401,13036254768,2011-08-17
0,350141455,12843274512,1998975,8231164,156737946,13000012458,2011-08-18
0,424856622,12813663645,2648014,7753329,153503662,12967167307,2011-08-19
0,407720158,12917933466,2473326,8245382,151980451,13069913917,2011-08-22
0,338786282,13008603198,2517792,8008782,151418967,13160022165,2011-08-23
0,411853026,12992198798,3196962,8877593,172345531,13164544329,2011-08-24
0,641927808,12966151646,4096544,9003541,163043644,13129195290,2011-08-25
0,495795320,12998328619,2381431,9084017,165821400,13164150019,2011-08-26
0,501890644,13115362772,1817620,8379435,163316575,13278679347,2011-08-29
0,473450355,13165406587,2784069,8806929,163336462,13328743049,2011-08-30
0,361553024,13151701562,2018275,7896517,155437380,13307138942,2011-08-31
0,317893118,13085935843,2082890,8247760,162611062,13248546905,2011-09-01
0,342035225,13143378511,3160032,8799773,166965721,13310344232,2011-09-02
0,365670313,13163818271,3733588,9052466,163814511,13327632782,2011-09-05
0,354898288,13193017429,2963572,6891849,138487190,13331504619,2011-09-06
0,444743852,13243431882,3022679,7597138,154045652,13397477534,2011-09-07
0,333326486,13259290654,1601492,6919820,146865912,13406156566,2011-09-08
0,314255268,13165696545,2048116,6742764,141395513,13307092058,2011-09-09
0,308573948,13186217981,2204325,6591234,134280864,13320498845,2011-09-13
0,318252955,13216435369,2431035,6565290,134921624,13351356993,2011-09-14
0,268789514,13116137508,2217985,6846473,138789344,13254926852,2011-09-15
0,263326197,13075681234,3644899,7431371,148982989,13224664223,2011-09-16
0,283491200,13066855821,3251506,8740618,166410388,13233266209,2011-09-19
0,288162571,13091791121,3793110,9031706,161882194,13253673315,2011-09-20
0,597571192,13127630687,4620725,9204908,167168347,13294799034,2011-09-21
0,522373710,13159347001,2834345,8508747,148691116,13308038117,2011-09-22
0,462384456,13130332226,5052897,7284341,135302343,13265634569,2011-09-23
0,327451337,13019087690,3074625,7568388,134679661,13153767351,2011-09-26
0,470337320,13073222366,3671410,7549554,146448379,13219670745,2011-09-27
0,373063081,13001582631,3340209,6141246,129508571,13131091202,2011-09-28
0,313106463,12907471669,3871050,5203792,104475867,13011947536,2011-09-29
0,321934069,12708054431,2858990,4927251,101229323,12809283754,2011-09-30
0,343229734,12749251104,3787135,6026992,117931605,12867182709,2011-10-10
0,624481653,12862806637,7302342,7834144,138437194,13001243831,2011-10-11
0,614621117,12862611420,6806925,9601603,153614927,13016226347,2011-10-12
0,606740009,12928417090,5376413,9550993,151461014,13079878104,2011-10-13
0,411715365,12909298419,4121595,9751272,158895932,13068194351,2011-10-14
0,465068616,12959984618,5124210,10609474,171793062,13131777680,2011-10-17
0,482942560,12950558775,5057280,10241471,172332531,13122891306,2011-10-18
0,382314048,13032991247,5153901,10167863,164765676,13197756923,2011-10-19
0,406782458,13015509880,5417514,9120780,155488351,13170998231,2011-10-20
0,245984683,12967132593,4946618,9293524,154068704,13121201297,2011-10-21
0,486514785,12975957595,6400100,10028093,171409156,13147366751,2011-10-24
0,619624708,12947936169,7025741,10685703,177974430,13125910599,2011-10-25
0,806093013,12995046025,8006484,12882177,199957926,13195003951,2011-10-26
0,539300085,13060104258,5170075,12160499,193069204,13253173462,2011-10-27
0,833614803,12994092888,9673105,13646457,215171710,13209264598,2011-10-28
0,718635762,13165411635,6538972,13586172,210601108,13376012743,2011-10-31
0,712994339,13323204123,6290071,13302128,209583713,13532787836,2011-11-01
0,1002743346,13673114117,7533208,12022823,189695927,13862810044,2011-11-02
0,1218755974,13802913329,7127790,12599045,207340316,14010253645,2011-11-03
0,819509673,13900032653,6149572,12363879,202577494,14102610147,2011-11-04
0,631477864,14027479889,4420826,12333580,202319122,14229799011,2011-11-07
0,535578173,14102856843,5410408,10402089,178523165,14281380008,2011-11-08
0,665575257,14315725927,5198938,10245513,181358681,14497084608,2011-11-09
0,724582831,14402816294,6136879,10099028,175799816,14578616110,2011-11-10
0,521892041,14449154144,6457551,10531682,170119850,14619273994,2011-11-11
0,800085162,14596224492,6902521,12222758,199747357,14795971849,2011-11-14
0,573210169,14737211952,3750449,11384119,193402265,14930614217,2011-11-15
0,665327271,14691379248,5549425,9780932,175937023,14867316271,2011-11-16
0,516586761,14806217702,6486118,11852898,198557299,15004775001,2011-11-17
0,540740278,14798574694,6159747,10541887,172877446,14971452140,2011-11-18
0,376067330,14861368697,5985120,11391775,187302867,15048671564,2011-11-21
0,407395186,14831573441,5666467,11940990,193074863,15024648304,2011-11-22
0,343976459,14759468434,5753028,12519323,203287973,14962756407,2011-11-23
0,459282461,14825588906,6862727,13560769,219023551,15044612457,2011-11-24
0,356190553,14807127239,4683676,13225462,219342926,15026470165,2011-11-25
0,324155537,14715679759,5357705,13269067,223925023,14939604782,2011-11-28
0,437426694,14720215852,5621438,13636283,226615601,14946831453,2011-11-29
0,551745964,14713374663,8065157,14400414,222298313,14935672976,2011-11-30
0,815953384,14746957737,12833795,15166254,226581264,14973539001,2011-12-01
0,447592201,14825143259,8467319,14309399,214162648,15039305907,2011-12-02
0,412684042,14689465254,8867969,14278059,228951168,14918416422,2011-12-05
0,312236233,14607771745,9155649,16484258,252250937,14860022682,2011-12-06
0,322576351,14634557888,7107413,17519971,268670895,14903228783,2011-12-07
0,447917579,14720546052,8480176,17190408,261529284,14982075336,2011-12-08
0,367864761,14720753441,8735983,17210896,256877665,14977631106,2011-12-09
0,282461786,14729285967,7905048,17815382,252525649,14981811616,2011-12-12
0,392465983,14678977610,14158003,18951968,237418723,14916396333,2011-12-13
0,312824023,14635045474,8885003,18958520,234916932,14869962406,2011-12-14
0,420117605,14398566332,12926808,18810774,230623207,14629189539,2011-12-15
0,447390980,14434928167,11227448,18044442,243790459,14678718626,2011-12-16
0,425150177,14532109491,11639558,17879657,233177743,14765287234,2011-12-19
0,403706075,14588450315,11347070,19205216,255342006,14843792321,2011-12-20
0,297578516,14500723775,11552425,20900827,278681477,14779405252,2011-12-21
0,413011802,14517206844,15111191,18994202,267352485,14784559329,2011-12-22
0,396414493,14460648265,14472870,19336862,267079092,14727727357,2011-12-23
0,309985595,14458798084,8728347,19246496,264510661,14723308745,2011-12-26
0,442808018,14508634560,12712904,21322794,270223857,14778858417,2011-12-27
0,349881411,14504892326,17206724,24224774,264812912,14769705238,2011-12-28
0,359938296,14528578304,9262545,22533572,264142257,14792720561,2011-12-29
0,376998445,14384270396,8010217,22057884,277792141,14662062537,2011-12-30
